"exp","wks","bluecol","ind","south","smsa","married","sex","union","ed","black","lwage","id","time"
29,48,"no",0,"no","yes","yes","male","no",16,"no",7.46737,"52","5"
30,48,"no",0,"no","yes","yes","male","no",16,"no",7.6009,"52","6"
31,49,"no",0,"no","yes","yes","male","yes",16,"no",7.64969,"52","7"
13,47,"no",0,"yes","no","yes","male","no",13,"no",6.43615,"53","1"
14,49,"no",0,"yes","no","yes","male","no",13,"no",6.90575,"53","2"
15,48,"yes",0,"no","no","yes","male","no",13,"no",6.95655,"53","3"
16,49,"yes",0,"no","no","yes","male","no",13,"no",6.95655,"53","4"
17,48,"no",0,"no","no","yes","male","no",13,"no",7.06048,"53","5"
18,47,"yes",0,"no","no","yes","male","no",13,"no",7.20786,"53","6"
19,48,"no",0,"no","no","yes","male","no",13,"no",7.20786,"53","7"
13,47,"yes",1,"no","no","yes","male","yes",11,"no",6.51175,"54","1"
14,52,"yes",1,"no","no","yes","male","yes",11,"no",6.5903,"54","2"
15,51,"yes",1,"no","no","yes","male","yes",11,"no",6.68461,"54","3"
16,51,"yes",1,"no","no","yes","male","yes",11,"no",6.74524,"54","4"
17,49,"yes",1,"no","no","yes","male","yes",11,"no",6.8977,"54","5"
18,49,"yes",1,"no","no","yes","male","yes",11,"no",7.0775,"54","6"
19,50,"yes",1,"no","no","yes","male","yes",11,"no",7.10003,"54","7"
32,49,"yes",1,"no","yes","yes","male","yes",8,"no",6.65415,"55","1"
33,49,"yes",1,"no","yes","yes","male","yes",8,"no",6.85013,"55","2"
34,49,"yes",1,"no","yes","yes","male","yes",8,"no",6.85646,"55","3"
35,47,"yes",1,"no","yes","yes","male","yes",8,"no",6.92363,"55","4"
36,48,"yes",1,"no","yes","yes","male","yes",8,"no",7.04141,"55","5"
37,47,"yes",1,"no","yes","yes","male","yes",8,"no",7.1333,"55","6"
38,46,"yes",1,"no","yes","yes","male","yes",8,"no",7.20786,"55","7"
23,51,"yes",1,"yes","no","yes","male","no",12,"no",6.10925,"56","1"
24,49,"yes",1,"yes","no","yes","male","no",12,"no",6.16331,"56","2"
25,52,"yes",1,"yes","no","yes","male","no",12,"no",6.33328,"56","3"
26,52,"yes",1,"yes","no","yes","male","no",12,"no",6.33328,"56","4"
27,48,"yes",1,"yes","no","yes","male","no",12,"no",6.43775,"56","5"
28,50,"yes",1,"yes","no","yes","male","no",12,"no",6.58617,"56","6"
29,50,"yes",1,"yes","no","yes","male","no",12,"no",6.53379,"56","7"
21,47,"yes",0,"yes","yes","yes","male","no",11,"no",6.04025,"57","1"
22,49,"yes",0,"yes","yes","yes","male","no",11,"no",6.28972,"57","2"
23,49,"yes",0,"yes","yes","yes","male","no",11,"no",6.01616,"57","3"
24,49,"no",0,"yes","yes","yes","male","no",11,"no",6.57786,"57","4"
25,47,"no",0,"yes","yes","yes","male","no",11,"no",6.55108,"57","5"
26,48,"no",0,"yes","yes","yes","male","no",11,"no",6.53233,"57","6"
27,48,"no",0,"yes","yes","yes","male","no",11,"no",6.31355,"57","7"
37,49,"yes",1,"no","yes","yes","male","yes",14,"no",6.55108,"58","1"
38,48,"yes",1,"no","yes","yes","male","yes",14,"no",6.68461,"58","2"
39,40,"yes",1,"no","yes","yes","male","yes",14,"no",6.69703,"58","3"
40,48,"yes",1,"no","yes","yes","male","no",14,"no",6.90776,"58","4"
41,48,"yes",1,"no","yes","yes","male","yes",14,"no",7.00307,"58","5"
42,48,"yes",1,"no","yes","yes","male","yes",14,"no",7.1624,"58","6"
43,48,"yes",1,"no","yes","yes","male","no",14,"no",7.1309,"58","7"
26,48,"no",1,"no","yes","yes","male","no",17,"no",6.90575,"59","1"
27,49,"no",1,"no","yes","yes","male","no",17,"no",6.90575,"59","2"
28,48,"no",1,"no","yes","yes","male","no",17,"no",7.34601,"59","3"
29,47,"no",1,"no","yes","yes","male","no",17,"no",7.43838,"59","4"
30,46,"no",1,"no","yes","yes","male","no",17,"no",7.48156,"59","5"
31,48,"no",1,"no","yes","yes","male","no",17,"no",7.6009,"59","6"
32,46,"no",1,"no","yes","yes","male","no",17,"no",7.64969,"59","7"
18,46,"no",0,"no","yes","no","female","yes",11,"yes",5.97635,"60","1"
19,39,"no",0,"no","yes","no","female","yes",11,"yes",6.04025,"60","2"
20,44,"no",0,"no","yes","no","female","yes",11,"yes",6.04025,"60","3"
21,49,"yes",0,"no","yes","no","female","yes",11,"yes",6.04025,"60","4"
22,48,"no",0,"no","yes","no","female","yes",11,"yes",6.1203,"60","5"
23,47,"yes",0,"no","yes","no","female","yes",11,"yes",6.2186,"60","6"
24,43,"yes",0,"no","yes","no","female","yes",11,"yes",6.1717,"60","7"
24,50,"no",0,"no","yes","no","female","yes",17,"no",6.78559,"61","1"
25,51,"no",0,"no","yes","no","female","no",17,"no",6.88857,"61","2"
26,51,"no",0,"no","yes","no","female","no",17,"no",6.88755,"61","3"
27,50,"no",0,"no","yes","no","female","no",17,"no",6.96885,"61","4"
28,22,"no",0,"no","yes","no","female","no",17,"no",6.85646,"61","5"
29,41,"no",0,"no","yes","no","female","no",17,"no",6.73815,"61","6"
30,26,"no",0,"no","yes","no","female","no",17,"no",7.1309,"61","7"
7,50,"yes",0,"yes","no","yes","male","no",16,"no",6.58064,"62","1"
8,50,"yes",1,"yes","no","yes","male","no",16,"no",6.83518,"62","2"
9,50,"yes",1,"yes","no","yes","male","no",16,"no",6.91274,"62","3"
10,50,"yes",1,"yes","no","yes","male","no",16,"no",6.95845,"62","4"
11,49,"yes",1,"yes","no","yes","male","no",16,"no",6.9256,"62","5"
12,49,"yes",1,"yes","no","yes","male","no",16,"no",7.23778,"62","6"
13,49,"yes",1,"yes","no","yes","male","no",16,"no",7.2724,"62","7"
11,50,"no",0,"no","no","yes","male","no",17,"no",6.90575,"63","1"
12,49,"no",0,"no","no","yes","male","no",17,"no",6.90575,"63","2"
13,50,"no",0,"no","no","yes","male","no",17,"no",7.49554,"63","3"
14,49,"no",0,"no","no","yes","male","no",17,"no",7.54961,"63","4"
15,49,"no",0,"no","no","yes","male","no",17,"no",7.52564,"63","5"
16,48,"no",0,"no","no","yes","male","no",17,"no",7.72886,"63","6"
17,50,"no",0,"no","no","yes","male","no",17,"no",7.36645,"63","7"
34,44,"yes",1,"no","yes","yes","male","no",12,"no",6.35611,"64","1"
35,46,"yes",1,"no","yes","yes","male","no",12,"no",6.42162,"64","2"
36,49,"yes",1,"no","yes","yes","male","no",12,"no",6.47697,"64","3"
37,48,"yes",1,"no","yes","yes","male","no",12,"no",6.53669,"64","4"
38,45,"yes",1,"no","yes","yes","male","no",12,"no",6.55108,"64","5"
39,47,"yes",1,"no","yes","yes","male","no",12,"no",6.68461,"64","6"
40,50,"yes",1,"no","yes","yes","male","no",12,"no",6.80239,"64","7"
30,46,"yes",1,"no","yes","yes","male","yes",8,"no",6.55536,"65","1"
31,44,"yes",1,"no","yes","yes","male","yes",8,"no",6.62274,"65","2"
32,45,"yes",1,"no","yes","yes","male","yes",8,"no",6.72263,"65","3"
33,46,"yes",1,"no","yes","yes","male","yes",8,"no",6.77992,"65","4"
34,36,"yes",1,"no","yes","yes","male","yes",8,"no",6.93828,"65","5"
35,45,"yes",1,"no","yes","yes","male","yes",8,"no",7.03439,"65","6"
36,45,"yes",1,"no","yes","yes","male","yes",8,"no",7.04578,"65","7"
20,49,"yes",1,"yes","no","yes","male","no",8,"no",6.3081,"66","1"
21,49,"yes",1,"yes","no","yes","male","no",8,"no",6.39693,"66","2"
22,47,"yes",1,"yes","no","yes","male","no",8,"no",6.51767,"66","3"
23,49,"yes",1,"yes","no","yes","male","no",8,"no",6.6107,"66","4"
24,47,"yes",1,"yes","no","yes","male","no",8,"no",6.68711,"66","5"
25,44,"yes",1,"yes","no","yes","male","no",8,"no",6.77079,"66","6"
26,48,"yes",1,"yes","no","yes","male","no",8,"no",6.85646,"66","7"
28,50,"yes",0,"yes","no","yes","male","no",12,"no",5.96615,"67","1"
29,50,"yes",0,"yes","no","yes","male","no",12,"no",6.02828,"67","2"
30,49,"yes",0,"yes","no","yes","male","no",12,"no",6.15273,"67","3"
31,50,"yes",0,"yes","no","yes","male","no",12,"no",6.21461,"67","4"
32,50,"yes",0,"yes","no","yes","male","no",12,"no",6.30992,"67","5"
33,50,"yes",0,"yes","no","yes","male","no",12,"no",6.44572,"67","6"
34,49,"yes",0,"yes","no","yes","male","no",12,"no",6.47697,"67","7"
34,40,"yes",1,"no","yes","yes","male","yes",12,"no",6.45834,"68","1"
35,47,"yes",1,"no","yes","yes","male","yes",12,"no",6.50728,"68","2"
36,42,"yes",1,"no","yes","yes","male","yes",12,"no",6.56808,"68","3"
37,45,"yes",1,"no","yes","yes","male","yes",12,"no",6.66823,"68","4"
38,47,"yes",1,"no","yes","yes","male","yes",12,"no",6.75577,"68","5"
39,47,"yes",1,"no","yes","yes","male","yes",12,"no",6.80239,"68","6"
40,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.95655,"68","7"
27,49,"yes",1,"no","yes","yes","male","no",13,"no",6.40523,"69","1"
28,46,"yes",1,"no","yes","yes","male","no",13,"no",6.55678,"69","2"
29,47,"yes",1,"no","yes","yes","male","no",13,"no",6.62007,"69","3"
30,47,"yes",0,"no","yes","yes","male","no",13,"no",6.62007,"69","4"
31,47,"yes",0,"no","yes","yes","male","no",13,"no",6.70319,"69","5"
32,48,"yes",0,"no","yes","yes","male","no",13,"no",6.83518,"69","6"
33,48,"yes",1,"no","yes","yes","male","no",13,"no",6.93049,"69","7"
8,49,"no",0,"no","yes","yes","male","no",16,"no",6.47697,"70","1"
9,48,"no",0,"no","yes","yes","male","no",16,"no",6.47697,"70","2"
10,49,"no",0,"no","yes","yes","male","no",16,"no",6.62007,"70","3"
11,49,"no",0,"no","no","yes","male","no",16,"no",6.80239,"70","4"
12,48,"no",0,"no","no","yes","male","no",16,"no",6.90776,"70","5"
13,48,"no",0,"no","no","yes","male","no",16,"no",6.90776,"70","6"
14,48,"no",0,"no","no","yes","male","no",16,"no",7.17012,"70","7"
7,48,"no",0,"yes","yes","no","male","no",16,"no",6.69703,"71","1"
8,49,"no",0,"yes","yes","no","male","no",16,"no",6.80239,"71","2"
9,49,"no",0,"yes","yes","no","male","no",16,"no",6.8977,"71","3"
10,48,"no",0,"yes","yes","no","male","no",16,"no",6.95655,"71","4"
11,46,"no",0,"yes","yes","no","male","no",16,"no",7.1309,"71","5"
12,48,"no",0,"yes","yes","no","male","no",16,"no",7.24423,"71","6"
13,48,"no",0,"yes","yes","no","male","no",16,"no",7.40184,"71","7"
11,40,"no",0,"no","no","yes","male","yes",17,"no",6.47697,"72","1"
12,40,"no",0,"no","no","yes","male","yes",17,"no",6.62007,"72","2"
13,42,"no",0,"no","no","yes","male","yes",17,"no",6.62007,"72","3"
14,40,"no",0,"no","no","yes","male","yes",17,"no",6.68461,"72","4"
15,40,"no",0,"no","no","yes","male","yes",17,"no",6.85646,"72","5"
16,40,"no",0,"no","no","yes","male","yes",17,"no",6.90776,"72","6"
17,42,"no",0,"no","no","yes","male","yes",17,"no",7.00307,"72","7"
13,49,"yes",0,"no","yes","yes","male","yes",16,"no",6.46147,"73","1"
14,49,"yes",0,"no","yes","yes","male","yes",16,"no",6.65544,"73","2"
15,49,"yes",0,"no","yes","yes","male","yes",16,"no",6.73459,"73","3"
16,48,"no",0,"no","yes","yes","male","yes",16,"no",6.81344,"73","4"
17,47,"no",0,"no","yes","yes","male","yes",16,"no",6.91473,"73","5"
18,47,"no",0,"no","yes","yes","male","yes",16,"no",6.8533,"73","6"
19,47,"no",0,"no","yes","yes","male","yes",16,"no",7.11314,"73","7"
3,51,"yes",1,"yes","no","no","male","no",13,"no",5.4161,"74","1"
4,51,"yes",1,"yes","no","no","male","no",13,"no",5.52146,"74","2"
5,51,"yes",1,"yes","no","no","male","no",13,"no",5.59842,"74","3"
6,45,"no",0,"yes","no","no","male","no",13,"no",5.70378,"74","4"
7,50,"no",0,"yes","no","no","male","no",13,"no",5.76832,"74","5"
8,50,"yes",0,"yes","no","no","male","no",13,"no",5.8861,"74","6"
9,52,"yes",0,"yes","no","no","male","no",13,"no",5.85793,"74","7"
23,36,"yes",1,"yes","no","yes","male","no",8,"yes",5.66988,"75","1"
24,51,"yes",1,"yes","no","yes","male","no",8,"yes",5.99146,"75","2"
25,51,"yes",1,"yes","no","yes","male","no",8,"yes",6.08677,"75","3"
26,24,"yes",1,"yes","no","yes","male","no",8,"yes",6.17379,"75","4"
27,50,"yes",1,"yes","no","yes","male","no",8,"yes",6.25575,"75","5"
28,51,"yes",1,"yes","no","yes","male","no",8,"yes",6.43775,"75","6"
29,47,"yes",1,"yes","no","yes","male","no",8,"yes",6.44572,"75","7"
9,51,"yes",0,"no","yes","yes","male","no",13,"no",5.16479,"76","1"
10,47,"no",0,"no","yes","yes","male","no",13,"no",5.62762,"76","2"
11,50,"yes",0,"no","no","yes","male","no",13,"no",5.84354,"76","3"
12,48,"yes",0,"no","no","yes","male","no",13,"no",5.96101,"76","4"
13,47,"yes",0,"no","no","yes","male","yes",13,"no",6.02828,"76","5"
14,47,"yes",0,"no","no","yes","male","yes",13,"no",6.15273,"76","6"
15,49,"yes",0,"no","no","yes","male","no",13,"no",6.24611,"76","7"
10,48,"no",0,"yes","no","yes","male","no",10,"no",5.52146,"77","1"
11,52,"yes",0,"yes","no","yes","male","no",10,"no",5.70378,"77","2"
12,51,"yes",1,"yes","no","yes","male","no",10,"no",6.20456,"77","3"
13,50,"yes",0,"yes","no","yes","male","no",10,"no",6.05912,"77","4"
14,39,"yes",0,"yes","no","yes","male","no",10,"no",6.19848,"77","5"
15,29,"yes",1,"yes","no","yes","male","no",10,"no",6.16121,"77","6"
16,39,"yes",0,"yes","no","yes","male","no",10,"no",6.2804,"77","7"
37,44,"yes",0,"no","no","yes","male","no",12,"no",5.70378,"78","1"
38,52,"yes",0,"yes","yes","no","male","no",12,"no",5.78383,"78","2"
39,46,"yes",0,"yes","yes","no","male","no",12,"no",5.78383,"78","3"
40,48,"yes",0,"yes","yes","no","male","no",12,"no",6.16331,"78","4"
41,49,"yes",0,"yes","yes","no","male","no",12,"no",6.21461,"78","5"
42,50,"yes",0,"yes","yes","no","male","no",12,"no",6.21461,"78","6"
43,50,"yes",0,"yes","yes","no","male","no",12,"no",6.30992,"78","7"
10,50,"yes",0,"no","no","no","female","no",8,"no",5.42935,"79","1"
11,50,"yes",0,"no","no","no","female","no",8,"no",5.47227,"79","2"
12,50,"yes",0,"no","no","no","female","no",8,"no",5.64545,"79","3"
13,50,"yes",0,"no","no","no","female","no",8,"no",5.68698,"79","4"
14,37,"yes",0,"no","no","no","female","no",8,"no",5.85793,"79","5"
15,50,"yes",0,"no","no","no","female","no",8,"no",5.95324,"79","6"
16,50,"yes",0,"no","no","no","female","no",8,"no",6.05209,"79","7"
5,48,"no",1,"no","no","yes","male","no",17,"no",6.74524,"80","1"
6,50,"no",1,"no","no","yes","male","no",17,"no",6.81674,"80","2"
7,50,"no",1,"no","no","yes","male","no",17,"no",6.65929,"80","3"
8,50,"no",1,"no","no","yes","male","no",17,"no",7.09008,"80","4"
9,50,"no",1,"no","no","yes","male","no",17,"no",7.07918,"80","5"
10,50,"no",1,"no","no","yes","male","no",17,"no",6.98472,"80","6"
11,50,"no",1,"no","no","yes","male","no",17,"no",7.26193,"80","7"
6,46,"yes",0,"no","yes","yes","male","yes",16,"no",6.35437,"81","1"
7,48,"yes",0,"no","yes","yes","male","yes",16,"no",6.33683,"81","2"
8,47,"yes",0,"no","yes","yes","male","yes",16,"no",6.43775,"81","3"
9,49,"yes",0,"no","yes","yes","male","yes",16,"no",6.39693,"81","4"
10,49,"no",0,"no","yes","yes","male","no",16,"no",7.23346,"81","5"
11,49,"no",0,"no","yes","yes","male","no",16,"no",7.35883,"81","6"
12,50,"yes",0,"no","yes","yes","male","no",16,"no",7.17319,"81","7"
22,50,"yes",0,"yes","no","yes","male","yes",12,"no",6.62007,"82","1"
23,49,"yes",0,"yes","no","yes","male","yes",12,"no",6.66568,"82","2"
24,44,"yes",0,"yes","no","yes","male","yes",12,"no",6.81454,"82","3"
25,38,"yes",0,"yes","no","yes","male","yes",12,"no",6.88857,"82","4"
26,49,"yes",0,"yes","no","yes","male","yes",12,"no",6.9575,"82","5"
27,50,"yes",0,"yes","no","yes","male","yes",12,"no",6.93342,"82","6"
28,36,"yes",0,"yes","no","yes","male","yes",12,"no",7.06561,"82","7"
12,47,"yes",0,"no","yes","no","male","yes",12,"no",6.12249,"83","1"
13,46,"yes",0,"no","yes","no","male","yes",12,"no",6.08904,"83","2"
14,47,"yes",0,"no","yes","no","male","yes",12,"no",6.29157,"83","3"
15,42,"yes",0,"no","yes","no","male","yes",12,"no",6.39693,"83","4"
16,48,"yes",0,"no","yes","no","male","yes",12,"no",6.49072,"83","5"
17,47,"yes",0,"no","yes","no","male","yes",12,"no",6.59715,"83","6"
18,46,"yes",0,"no","yes","no","male","yes",12,"no",6.56386,"83","7"
38,42,"no",0,"yes","yes","yes","male","no",17,"yes",6.58617,"84","1"
39,34,"no",0,"yes","yes","yes","male","no",17,"yes",6.62007,"84","2"
40,48,"no",0,"yes","yes","yes","male","no",17,"yes",6.62007,"84","3"
41,46,"no",0,"yes","yes","yes","male","no",17,"yes",6.40192,"84","4"
42,49,"no",0,"yes","yes","yes","male","no",17,"yes",6.77422,"84","5"
43,34,"no",0,"yes","yes","yes","male","no",17,"yes",6.9256,"84","6"
44,47,"no",0,"yes","yes","yes","male","no",17,"yes",6.70073,"84","7"
15,51,"yes",1,"no","no","yes","male","yes",7,"no",6.16331,"85","1"
16,49,"yes",1,"no","no","yes","male","yes",7,"no",6.22654,"85","2"
17,50,"yes",1,"no","no","yes","male","yes",7,"no",6.32077,"85","3"
18,50,"yes",1,"no","no","no","male","yes",7,"no",6.4552,"85","4"
19,48,"yes",1,"no","no","no","male","yes",7,"no",6.51471,"85","5"
20,50,"yes",1,"no","no","no","male","yes",7,"no",6.62007,"85","6"
21,49,"yes",1,"no","no","no","male","yes",7,"no",6.66823,"85","7"
3,37,"no",0,"yes","yes","no","female","no",12,"no",6.21461,"86","1"
4,49,"no",0,"yes","yes","no","female","no",12,"no",6.71538,"86","2"
5,38,"no",0,"yes","yes","no","female","no",12,"no",6.43775,"86","3"
6,49,"no",0,"yes","yes","no","female","no",12,"no",6.65673,"86","4"
7,39,"no",1,"yes","yes","no","female","no",12,"no",6.65929,"86","5"
8,51,"no",1,"yes","yes","no","female","no",12,"no",6.86485,"86","6"
9,48,"no",0,"yes","yes","no","female","no",12,"no",6.65286,"86","7"
12,41,"yes",0,"no","yes","yes","male","yes",14,"no",6.54247,"87","1"
13,49,"yes",0,"no","yes","yes","male","yes",14,"no",6.60259,"87","2"
14,32,"yes",0,"no","yes","yes","male","yes",14,"no",6.74641,"87","3"
15,50,"yes",0,"no","yes","yes","male","yes",14,"no",6.86485,"87","4"
16,46,"yes",0,"no","yes","yes","male","yes",14,"no",6.95845,"87","5"
17,49,"yes",0,"no","yes","yes","male","yes",14,"no",7.01392,"87","6"
18,49,"yes",0,"no","yes","yes","male","yes",14,"no",7.11558,"87","7"
5,49,"no",1,"no","yes","yes","male","no",15,"no",6.3699,"88","1"
6,48,"no",1,"no","yes","yes","male","no",15,"no",6.39693,"88","2"
7,48,"no",1,"no","yes","yes","male","no",15,"no",6.55962,"88","3"
8,48,"no",0,"no","yes","yes","male","no",15,"no",6.73102,"88","4"
9,48,"no",0,"no","yes","yes","male","no",15,"no",6.86485,"88","5"
10,47,"no",1,"no","yes","yes","male","no",15,"no",7.15462,"88","6"
11,49,"no",1,"no","yes","yes","male","no",15,"no",7.2724,"88","7"
11,48,"no",0,"no","no","yes","male","no",12,"yes",6.05209,"89","1"
12,47,"no",0,"no","no","yes","male","no",12,"yes",6.02345,"89","2"
13,50,"no",0,"no","no","yes","male","no",12,"yes",6.30992,"89","3"
14,50,"no",0,"no","yes","yes","male","no",12,"yes",6.38012,"89","4"
15,49,"no",0,"no","yes","yes","male","no",12,"yes",6.65929,"89","5"
16,49,"no",0,"no","yes","yes","male","no",12,"yes",6.68461,"89","6"
17,49,"no",0,"no","yes","yes","male","no",12,"yes",6.73934,"89","7"
1,48,"no",0,"no","yes","no","female","no",12,"no",6.21461,"90","1"
2,48,"no",0,"no","yes","no","female","no",12,"no",6.21461,"90","2"
3,48,"no",0,"no","yes","no","female","no",12,"no",6.30992,"90","3"
4,48,"no",0,"no","yes","no","female","no",12,"no",6.39693,"90","4"
5,47,"no",0,"no","yes","no","female","no",12,"no",6.21461,"90","5"
6,47,"no",0,"no","yes","no","female","no",12,"no",6.39693,"90","6"
7,49,"no",0,"no","yes","no","female","no",12,"no",6.65286,"90","7"
10,39,"yes",0,"no","yes","yes","male","yes",7,"no",6.34388,"91","1"
11,21,"yes",1,"no","yes","yes","male","yes",7,"no",6.41346,"91","2"
12,40,"yes",1,"no","yes","yes","male","yes",7,"no",6.72743,"91","3"
13,50,"yes",1,"no","yes","yes","male","yes",7,"no",6.76504,"91","4"
14,50,"yes",1,"no","yes","yes","male","yes",7,"no",6.85646,"91","5"
15,43,"yes",1,"no","yes","yes","male","yes",7,"no",7.00307,"91","6"
16,42,"yes",1,"no","yes","yes","male","yes",7,"no",7.17012,"91","7"
5,50,"yes",0,"yes","no","yes","male","yes",14,"no",6.47697,"92","1"
6,49,"yes",0,"yes","no","yes","male","yes",14,"no",6.58617,"92","2"
7,45,"yes",0,"yes","no","yes","male","yes",14,"no",6.7334,"92","3"
8,38,"yes",0,"yes","no","yes","male","yes",14,"no",6.81344,"92","4"
9,48,"yes",0,"yes","no","yes","male","yes",14,"no",6.9613,"92","5"
10,17,"no",0,"yes","no","yes","male","no",14,"no",6.50279,"92","6"
11,47,"no",0,"yes","no","yes","male","yes",14,"no",6.70196,"92","7"
33,49,"yes",1,"yes","no","yes","male","yes",7,"no",5.99146,"93","1"
34,34,"yes",1,"yes","no","yes","male","no",7,"no",6.17794,"93","2"
35,51,"yes",1,"yes","no","yes","male","no",7,"no",6.17794,"93","3"
36,50,"yes",1,"yes","no","yes","male","yes",7,"no",6.39693,"93","4"
37,50,"yes",1,"yes","no","yes","male","yes",7,"no",6.50129,"93","5"
38,46,"yes",1,"yes","no","yes","male","yes",7,"no",6.60665,"93","6"
39,31,"yes",1,"yes","no","yes","male","yes",7,"no",6.90776,"93","7"
11,36,"no",0,"no","yes","yes","male","yes",17,"no",6.79122,"94","1"
12,36,"no",0,"no","yes","yes","male","yes",17,"no",6.84588,"94","2"
13,38,"no",0,"no","yes","yes","male","yes",17,"no",6.87213,"94","3"
14,36,"no",0,"no","yes","yes","male","yes",17,"no",6.95655,"94","4"
15,38,"no",0,"no","yes","yes","male","yes",17,"no",7.09672,"94","5"
16,41,"no",0,"no","yes","yes","male","yes",17,"no",7.16085,"94","6"
17,34,"no",0,"no","yes","yes","male","yes",17,"no",7.16085,"94","7"
37,48,"yes",1,"no","yes","yes","male","yes",8,"no",6.28413,"95","1"
38,48,"yes",1,"no","yes","yes","male","yes",8,"no",6.32794,"95","2"
39,35,"yes",1,"no","yes","yes","male","yes",8,"no",6.47697,"95","3"
40,47,"yes",1,"no","yes","yes","male","yes",8,"no",6.50429,"95","4"
41,46,"yes",1,"no","yes","yes","male","yes",8,"no",6.58755,"95","5"
42,47,"yes",1,"no","yes","yes","male","yes",8,"no",6.76504,"95","6"
43,47,"yes",1,"no","yes","yes","male","yes",8,"no",6.81014,"95","7"
29,50,"no",1,"no","yes","yes","male","no",16,"no",6.90575,"96","1"
