"nr","year","school","exper","union","ethn","married","health","wage","industry","occupation","residence"
729,1981,13,3,"no","other","no","no",1.893339262,"Construction","Laborers_and_farmers","south"
729,1982,13,4,"yes","other","yes","no",3.0962158121,"Construction","Managers, Officials_and_Proprietors","south"
729,1983,13,5,"yes","other","yes","no",1.910813312,"Construction","Laborers_and_farmers","south"
729,1984,13,6,"no","other","yes","no",1.6152643772,"Manufacturing","Sales_Workers",NA
729,1985,13,7,"no","other","yes","no",2.0765281427,"Manufacturing","Sales_Workers",NA
729,1986,13,8,"no","other","yes","no",2.1075399474,"Trade","Managers, Officials_and_Proprietors",NA
729,1987,13,9,"no","other","yes","no",2.1555853559,"Manufacturing","Sales_Workers",NA
731,1980,12,4,"no","other","no","no",1.6556389313,"Trade","Managers, Officials_and_Proprietors","south"
731,1981,12,5,"no","other","yes","no",1.4642559026,"Agricultural","Farm_Laborers_and_Foreman","south"
731,1982,12,6,"no","other","yes","no",1.0078274845,"Agricultural","Farm_Laborers_and_Foreman","south"
731,1983,12,7,"no","other","yes","no",1.4779492297,"Agricultural","Service_Workers","south"
731,1984,12,8,"no","other","yes","no",0.6187202117,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
731,1985,12,9,"no","other","no","no",2.2256240519,"Agricultural","Laborers_and_farmers","south"
731,1986,12,10,"no","other","no","no",2.6577305949,"Personal_Service","Service_Workers","south"
731,1987,12,11,"no","other","no","no",2.1391915461,"Manufacturing","Operatives_and_kindred","south"
732,1980,12,3,"no","other","no","no",1.4972706156,"Manufacturing","Operatives_and_kindred","south"
732,1981,12,4,"no","other","no","no",1.6017158663,"Manufacturing","Operatives_and_kindred","south"
732,1982,12,5,"no","other","no","no",1.5048429071,"Manufacturing","Operatives_and_kindred","south"
732,1983,12,6,"no","other","no","no",1.7980467988,"Manufacturing","Operatives_and_kindred","south"
732,1984,12,7,"no","other","no","no",1.6528901747,"Manufacturing","Operatives_and_kindred","south"
732,1985,12,8,"no","other","no","no",1.7633853609,"Manufacturing","Operatives_and_kindred","south"
732,1986,12,9,"no","other","no","no",1.7226819859,"Manufacturing","Operatives_and_kindred","south"
732,1987,12,10,"no","other","no","no",1.7620605936,"Manufacturing","Operatives_and_kindred","south"
793,1980,14,2,"no","other","no","no",0.8915284353,"Personal_Service","Clerical_and_kindred","nothern_central"
793,1981,14,3,"no","other","no","no",1.9310215366,"Personal_Service","Service_Workers","nothern_central"
793,1982,14,4,"no","other","no","no",1.9026499135,"Trade","Service_Workers","nothern_central"
793,1983,14,5,"no","other","no","no",1.8853747384,"Personal_Service","Service_Workers","nothern_central"
793,1984,14,6,"no","other","no","no",1.6787076079,"Business_and_Repair_Service","Professional, Technical_and_kindred","nothern_central"
793,1985,14,7,"no","other","no","no",1.8963583702,"Trade","Managers, Officials_and_Proprietors","nothern_central"
793,1986,14,8,"no","other","no","no",1.7883702192,"Personal_Service","Managers, Officials_and_Proprietors","nothern_central"
793,1987,14,9,"no","other","no","no",1.5638274012,"Transportation","Service_Workers","nothern_central"
797,1980,10,3,"no","other","no","no",0.9925240379,"Professional_and_Related Service","Laborers_and_farmers","nothern_central"
797,1981,10,4,"yes","other","no","no",2.3451447074,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
797,1982,10,5,"yes","other","no","no",1.6809339141,"Manufacturing","Managers, Officials_and_Proprietors","nothern_central"
797,1983,10,6,"no","other","yes","no",1.989654053,"Agricultural","Laborers_and_farmers","nothern_central"
797,1984,10,7,"yes","other","yes","no",2.4480142264,"Manufacturing","Operatives_and_kindred","nothern_central"
797,1985,10,8,"yes","other","yes","no",2.4501803262,"Manufacturing","Operatives_and_kindred","nothern_central"
797,1986,10,9,"yes","other","yes","no",2.1722394161,"Trade","Operatives_and_kindred","nothern_central"
797,1987,10,10,"yes","other","yes","no",2.4159835707,"Agricultural","Operatives_and_kindred","nothern_central"
800,1980,11,2,"yes","other","no","no",1.5877615089,"Professional_and_Related Service","Service_Workers","nothern_central"
800,1981,11,3,"yes","other","no","no",1.6094379124,"Professional_and_Related Service","Service_Workers","nothern_central"
800,1982,11,4,"yes","other","no","no",1.5081818084,"Professional_and_Related Service","Service_Workers","nothern_central"
800,1983,11,5,"yes","other","no","no",1.5555110519,"Professional_and_Related Service","Service_Workers","nothern_central"
800,1984,11,6,"yes","other","no","no",1.5490149916,"Professional_and_Related Service","Service_Workers","nothern_central"
800,1985,11,7,"no","other","no","no",1.6164300424,"Professional_and_Related Service","Service_Workers","nothern_central"
800,1986,11,8,"yes","other","yes","no",1.825936921,"Professional_and_Related Service","Service_Workers","nothern_central"
800,1987,11,9,"yes","other","yes","no",1.9904349459,"Professional_and_Related Service","Craftsmen, Foremen_and_kindred","nothern_central"
813,1980,13,2,"no","other","no","no",1.5562131512,"Professional_and_Related Service","Laborers_and_farmers","nothern_central"
813,1981,13,3,"no","other","no","no",0.4229120217,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
813,1982,13,4,"no","other","no","no",0.710434107,"Professional_and_Related Service","Clerical_and_kindred","nothern_central"
813,1983,13,5,"no","other","no","no",0.9317216789,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
813,1984,13,6,"no","other","no","no",-3.579078715,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
813,1985,13,7,"no","other","no","no",1.3227563403,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
813,1986,13,8,"no","other","no","no",1.3897001543,"Professional_and_Related Service","Clerical_and_kindred","nothern_central"
813,1987,13,9,"no","other","no","no",1.5434997017,"Business_and_Repair_Service","Professional, Technical_and_kindred","nothern_central"
823,1980,10,3,"no","other","no","no",-0.37266136,"Trade","Service_Workers","nothern_central"
823,1981,10,4,"no","other","no","no",0.6063143909,"Entertainment","Clerical_and_kindred","nothern_central"
823,1982,10,5,"no","other","no","no",0.8648805116,"Trade","Sales_Workers","nothern_central"
823,1983,10,6,"no","other","no","no",0.5121711854,"Trade","Service_Workers","nothern_central"
823,1984,10,7,"no","other","no","no",0.6839116095,"Trade","Service_Workers","nothern_central"
823,1985,10,8,"no","other","no","no",0.9997493096,"Trade","Sales_Workers","nothern_central"
823,1986,10,9,"no","other","no","no",1.4348605504,"Trade","Managers, Officials_and_Proprietors","nothern_central"
823,1987,10,10,"no","other","no","no",1.1770355583,"Trade","Sales_Workers","south"
827,1980,12,2,"no","other","no","no",0.8836852578,"Professional_and_Related Service","Craftsmen, Foremen_and_kindred","nothern_central"
827,1981,12,3,"no","other","no","no",1.4248666359,"Professional_and_Related Service","Craftsmen, Foremen_and_kindred","nothern_central"
827,1982,12,4,"no","other","no","no",1.3659036715,"Professional_and_Related Service","Service_Workers","nothern_central"
827,1983,12,5,"no","other","no","no",1.3916888854,"Business_and_Repair_Service","Service_Workers","nothern_central"
827,1984,12,6,"no","other","no","no",1.7921895617,"Trade","Sales_Workers","nothern_central"
827,1985,12,7,"no","other","no","no",1.9482833332,"Manufacturing","Sales_Workers","nothern_central"
827,1986,12,8,"no","other","yes","no",2.2636116632,"Manufacturing","Sales_Workers","nothern_central"
827,1987,12,9,"no","other","yes","no",2.6289637607,"Professional_and_Related Service","Sales_Workers","nothern_central"
847,1980,14,1,"yes","black","no","no",1.5627278322,"Professional_and_Related Service","Service_Workers","nothern_central"
847,1981,14,2,"yes","black","no","no",1.6644976896,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
847,1982,14,3,"no","black","no","no",1.7705460728,"Transportation","Craftsmen, Foremen_and_kindred","north_east"
847,1983,14,4,"no","black","no","no",1.7860347105,"Construction","Craftsmen, Foremen_and_kindred","north_east"
847,1984,14,5,"no","black","no","no",2.0010001154,"Manufacturing","Craftsmen, Foremen_and_kindred","north_east"
847,1985,14,6,"yes","black","no","no",1.6481787408,"Construction","Clerical_and_kindred","north_east"
847,1986,14,7,"no","black","no","no",2.1257110392,"Construction","Managers, Officials_and_Proprietors","north_east"
847,1987,14,8,"yes","black","yes","no",1.6884192788,"Public_Administration","Clerical_and_kindred","north_east"
851,1980,12,2,"no","other","no","no",1.8758130783,"Manufacturing","Operatives_and_kindred","nothern_central"
851,1981,12,3,"no","other","no","yes",1.9566761628,"Manufacturing","Operatives_and_kindred","nothern_central"
851,1982,12,4,"no","other","yes","yes",1.8672538769,"Manufacturing","Operatives_and_kindred","nothern_central"
851,1983,12,5,"no","other","yes","no",2.1745331661,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
851,1984,12,6,"no","other","yes","no",1.914497107,"Manufacturing","Laborers_and_farmers","nothern_central"
851,1985,12,7,"yes","other","yes","no",2.0179257663,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
851,1986,12,8,"yes","other","yes","no",2.117659403,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
851,1987,12,9,"yes","other","no","no",1.9776290487,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
863,1980,12,2,"no","other","no","no",1.5704509339,"Construction","Professional, Technical_and_kindred","nothern_central"
863,1981,12,3,"no","other","no","no",1.5621850276,"Construction","Professional, Technical_and_kindred","nothern_central"
863,1982,12,4,"no","other","no","no",1.5699768436,"Construction","Professional, Technical_and_kindred","nothern_central"
863,1983,12,5,"no","other","no","no",1.7941195867,"Business_and_Repair_Service","Professional, Technical_and_kindred","nothern_central"
863,1984,12,6,"no","other","no","no",1.8371720107,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
863,1985,12,7,"no","other","yes","no",1.8139349667,"Trade","Clerical_and_kindred","nothern_central"
863,1986,12,8,"no","other","yes","no",2.0383955722,"Trade","Professional, Technical_and_kindred","nothern_central"
863,1987,12,9,"no","other","yes","no",1.9059035457,"Trade","Professional, Technical_and_kindred","nothern_central"
873,1980,10,2,"yes","other","no","no",0.5968629299,"Manufacturing","Service_Workers","nothern_central"
873,1981,10,3,"no","other","no","no",0.4749911708,"Trade","Service_Workers","nothern_central"
873,1982,10,4,"no","other","no","no",1.0902654029,"Manufacturing","Service_Workers","nothern_central"
873,1983,10,5,"yes","other","no","no",1.0000020459,"Manufacturing","Service_Workers","nothern_central"
873,1984,10,6,"yes","other","no","no",0.8330531333,"Professional_and_Related Service","Service_Workers","nothern_central"
873,1985,10,7,"yes","other","no","no",1.4012811034,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
873,1986,10,8,"yes","other","no","no",1.7341293718,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
873,1987,10,9,"yes","other","no","no",1.8828721325,"Professional_and_Related Service","Professional, Technical_and_kindred","south"
891,1980,12,2,"yes","other","no","no",2.0000439061,"Trade","Operatives_and_kindred","nothern_central"
891,1981,12,3,"yes","other","yes","no",2.3077118487,"Trade","Operatives_and_kindred","nothern_central"
891,1982,12,4,"yes","other","yes","no",2.3088126223,"Trade","Operatives_and_kindred","nothern_central"
891,1983,12,5,"yes","other","no","no",1.8804158348,"Trade","Operatives_and_kindred","nothern_central"
891,1984,12,6,"no","other","yes","no",1.8699008277,"Manufacturing","Operatives_and_kindred",NA
891,1985,12,7,"yes","other","yes","no",2.0791983712,"Trade","Sales_Workers",NA
891,1986,12,8,"yes","other","yes","no",1.8874497213,"Trade","Sales_Workers",NA
891,1987,12,9,"no","other","no","no",1.8094275282,"Trade","Professional, Technical_and_kindred",NA
908,1980,10,2,"yes","other","no","no",0.9975806759,"Entertainment","Service_Workers","nothern_central"
908,1981,10,3,"yes","other","no","no",0.2309867288,"Entertainment","Service_Workers","nothern_central"
908,1982,10,4,"yes","other","no","no",0.4322609309,"Entertainment","Service_Workers","nothern_central"
908,1983,10,5,"yes","other","no","no",0.9741552773,"Entertainment","Service_Workers","nothern_central"
908,1984,10,6,"yes","other","no","no",0.5122099148,"Entertainment","Service_Workers","nothern_central"
908,1985,10,7,"no","other","no","yes",0.9484363178,"Entertainment","Professional, Technical_and_kindred","nothern_central"
908,1986,10,8,"no","other","no","no",1.2826881106,"Agricultural","Laborers_and_farmers","nothern_central"
908,1987,10,9,"no","other","yes","no",1.377866641,"Agricultural","Laborers_and_farmers","nothern_central"
910,1980,13,2,"no","black","no","no",1.8653932455,"Construction","Operatives_and_kindred","nothern_central"
910,1981,13,3,"no","black","no","no",2.1342497782,"Construction","Clerical_and_kindred","nothern_central"
910,1982,13,4,"no","black","no","no",1.0408965589,"Manufacturing","Sales_Workers","nothern_central"
910,1983,13,5,"no","black","no","no",1.7619676844,"Construction","Professional, Technical_and_kindred","nothern_central"
910,1984,13,6,"no","black","no","no",1.9191581526,"Construction","Managers, Officials_and_Proprietors","nothern_central"
910,1985,13,7,"no","black","no","no",2.2570655777,"Construction","Professional, Technical_and_kindred","north_east"
910,1986,13,8,"no","black","no","no",2.1119537142,"Construction","Professional, Technical_and_kindred","nothern_central"
910,1987,13,9,"no","black","no","no",1.8923314682,"Construction","Professional, Technical_and_kindred","north_east"
916,1980,13,2,"no","other","no","no",1.1754406557,"Manufacturing","Operatives_and_kindred","nothern_central"
916,1981,13,3,"no","other","no","no",1.4116121691,"Manufacturing","Operatives_and_kindred","nothern_central"
916,1982,13,4,"no","other","no","no",1.6157949928,"Manufacturing","Operatives_and_kindred","nothern_central"
916,1983,13,5,"no","other","no","no",1.6889405875,"Manufacturing","Laborers_and_farmers","nothern_central"
916,1984,13,6,"no","other","no","no",1.9615502851,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
916,1985,13,7,"no","other","no","no",1.9105430052,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
916,1986,13,8,"no","other","no","no",2.0183088137,"Manufacturing","Managers, Officials_and_Proprietors","nothern_central"
916,1987,13,9,"no","other","no","no",2.2822923897,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
919,1980,12,3,"no","other","yes","no",1.5680095346,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central"
919,1981,12,4,"yes","other","yes","no",1.3958638121,"Professional_and_Related Service","Service_Workers","nothern_central"
919,1982,12,5,"yes","other","yes","no",1.3803484369,"Professional_and_Related Service","Service_Workers","nothern_central"
919,1983,12,6,"yes","other","yes","no",1.4944233599,"Professional_and_Related Service","Service_Workers","nothern_central"
