"year","violent","murder","robbery","prisoners","afam","cauc","male","population","income","density","state","law"
"1998",154.3,1.4,20.2,303,3.438749,66.67903,14.87324,0.730789,14536.91,0.0096286,"South Dakota","yes"
"1999",167.4,2.5,14.1,329,3.544923,66.76824,14.86347,0.733133,14974.52,0.0096595,"South Dakota","yes"
"1977",389.5,10.1,145.8,114,5.27952,62.2667,17.92343,4.422921,10041.55,0.10702,"Tennessee","no"
"1978",382.6,9.4,152.4,127,5.289421,62.18873,17.75092,4.486313,10535.56,0.1085538,"Tennessee","no"
"1979",414,9.8,166.1,134,5.319052,62.10576,17.58942,4.560474,10451.9,0.1103483,"Tennessee","no"
"1980",458.1,10.8,180.6,151,5.422877,62.40076,17.60597,4.600252,10057.67,0.1117787,"Tennessee","no"
"1981",412.6,9.7,171.7,153,5.456529,62.45888,17.52084,4.627667,10078.82,0.1124448,"Tennessee","no"
"1982",421.1,9.7,175.7,171,5.47849,62.40519,17.35298,4.646043,10005.24,0.1128913,"Tennessee","no"
"1983",402,8.8,172.8,173,5.497006,62.30478,17.13182,4.659755,10276,0.1132245,"Tennessee","no"
"1984",445.4,8.4,166.8,187,5.51283,62.22468,16.87781,4.68674,10983.43,0.1138802,"Tennessee","no"
"1985",474.4,9,180.9,154,5.548528,62.12678,16.61646,4.715287,11340.72,0.1145739,"Tennessee","no"
"1986",539.6,10.4,207.7,149,5.570521,61.90892,16.29839,4.738713,11812.46,0.1151431,"Tennessee","no"
"1987",533.5,9.1,193.8,157,5.6088,61.80703,16.01232,4.78293,12198.19,0.1162175,"Tennessee","no"
"1988",532.7,9.4,173.6,156,5.648223,61.55821,15.74161,4.822437,12554.22,0.1171774,"Tennessee","no"
"1989",548.9,8.4,160.4,157,5.677438,61.36978,15.46623,4.854461,12754.05,0.1179556,"Tennessee","no"
"1990",670.4,10.5,191.2,213,5.716466,63.34099,15.22171,4.890626,12817.6,0.1186469,"Tennessee","no"
"1991",725.9,11,212.9,207,5.761827,63.22644,14.97085,4.946886,12794.69,0.1200118,"Tennessee","no"
"1992",746.2,10.4,218.2,227,5.822478,63.03001,14.76346,5.013999,13376.4,0.12164,"Tennessee","no"
"1993",765.8,10.2,220.1,234,5.891873,62.83326,14.56281,5.085666,13601.55,0.1233786,"Tennessee","no"
"1994",747.9,9.3,207.4,250,5.952993,62.74009,14.34966,5.163016,13907.71,0.1252551,"Tennessee","no"
"1995",771.5,10.6,223.2,276,5.998587,62.71865,14.18382,5.241168,14257.2,0.1271511,"Tennessee","yes"
"1996",774,9.5,223.7,287,6.064974,62.72006,14.05569,5.313576,14255.75,0.1289077,"Tennessee","yes"
"1997",789.7,9.5,214,292,6.108415,62.71156,13.91433,5.378433,14485.45,0.1304812,"Tennessee","yes"
"1998",715,8.5,178,309,6.169424,62.66996,13.82287,5.432679,15027.54,0.1317972,"Tennessee","yes"
"1999",694.9,7.1,156.8,325,6.246919,62.68462,13.73678,5.483535,15277.7,0.1330309,"Tennessee","yes"
"1977",407.7,13.3,152.4,167,4.556185,64.41234,19.13759,13.19306,11473.48,0.0503294,"Texas","no"
"1978",435.3,14.2,164.4,176,4.580187,64.36545,19.00238,13.50043,12089.54,0.051502,"Texas","no"
"1979",507.9,16.7,191.8,189,4.601943,64.35475,18.85813,13.88837,12250.59,0.052982,"Texas","no"
"1980",550.3,16.9,208.5,196,4.744435,64.19213,18.7691,14.33821,12038.01,0.0547224,"Texas","no"
"1981",532.4,16.6,193.3,210,4.805927,64.2748,18.67234,14.74631,12484.54,0.05628,"Texas","no"
"1982",577.1,16.1,220,210,4.883739,64.29494,18.50901,15.33141,12343.75,0.058513,"Texas","no"
"1983",512.2,14.2,189.3,237,4.936255,64.24527,18.27985,15.75168,12303,0.060117,"Texas","no"
"1984",505,13.1,178.5,221,4.970795,64.06598,17.99722,16.00708,12846.76,0.0610918,"Texas","no"
"1985",550,13,193.5,226,5.008519,63.84797,17.724,16.27274,13145.5,0.0621056,"Texas","no"
"1986",658.9,13.5,239.9,226,5.036673,63.5815,17.42072,16.56111,12875.99,0.0632062,"Texas","no"
"1987",631.1,11.7,226.7,228,5.067045,63.24954,17.10954,16.6218,12704.22,0.0634379,"Texas","no"
"1988",652.6,12.1,234.2,231,5.099752,62.91941,16.80552,16.66702,12902.81,0.0636105,"Texas","no"
"1989",658.5,11.9,223.1,240,5.170434,62.83883,16.57695,16.80673,13107.37,0.0641437,"Texas","no"
"1990",761.4,14.1,260.8,257,5.237154,63.59877,16.39978,17.04471,13303,0.0650775,"Texas","no"
"1991",840.1,15.3,286.5,290,5.293086,63.41392,16.09501,17.3399,13267.65,0.0662046,"Texas","no"
"1992",806.3,12.7,252.5,297,5.372058,63.26109,15.86729,17.65048,13593.66,0.0673904,"Texas","no"
"1993",762.1,11.9,224.4,344,5.464688,63.14571,15.67056,17.99676,13659.42,0.0687125,"Texas","no"
"1994",706.5,11,204.8,385,5.533391,63.02897,15.48555,18.33832,13836.48,0.0700166,"Texas","no"
"1995",663.9,9,179.8,637,5.657364,62.94487,15.35954,18.67971,14078,0.07132,"Texas","no"
"1996",644.4,7.7,171.5,677,5.734717,62.765,15.27718,19.00624,14323.7,0.0725667,"Texas","no"
"1997",602.5,6.8,157,686,5.807885,62.65525,15.21334,19.35543,15045.59,0.0738999,"Texas","yes"
"1998",564.6,6.8,145.1,717,5.868867,62.59028,15.17075,19.71239,15759.52,0.0752628,"Texas","yes"
"1999",560.3,6.1,146.7,724,5.940265,62.56689,15.13231,20.04414,16046.73,0.0765295,"Texas","yes"
"1977",240,3.5,68.8,60,1.209236,68.27696,19.72693,1.319511,10403.23,0.0160728,"Utah","no"
"1978",271.8,3.7,66.5,64,1.228289,67.78931,19.42923,1.367512,10758.65,0.0166575,"Utah","no"
"1979",304.2,4.8,77.7,69,1.245143,67.27177,19.1548,1.420239,10682.39,0.0172997,"Utah","no"
"1980",303.3,3.8,80.2,68,1.29119,67.01035,19.00618,1.472595,10232.98,0.0179425,"Utah","no"
"1981",298.6,3.3,84.8,64,1.307978,66.58289,18.80883,1.515469,10181.84,0.0184649,"Utah","no"
"1982",285.7,3.4,86.5,73,1.328164,66.35606,18.58134,1.558316,10120.82,0.0189869,"Utah","no"
"1983",256,3.5,64.3,77,1.343939,66.02115,18.34835,1.594939,10333,0.0194332,"Utah","no"
"1984",244.2,2.8,58,77,1.37018,66.07267,18.13749,1.622341,10772.45,0.019767,"Utah","no"
"1985",267.4,3,55.2,84,1.400931,66.19875,17.96839,1.642907,10969.4,0.0200176,"Utah","no"
"1986",266.7,3.2,58.6,98,1.434355,66.40424,17.80173,1.662838,11133.43,0.0202605,"Utah","no"
"1987",229.8,3.3,52.8,108,1.465037,66.56535,17.69998,1.678115,11083.53,0.0204466,"Utah","yes"
"1988",243.1,2.8,54.1,110,1.508317,66.91209,17.6716,1.689366,11077.35,0.0205837,"Utah","yes"
"1989",258.8,2.6,52.6,115,1.551528,67.36006,17.7423,1.705867,11223.53,0.0207848,"Utah","yes"
"1990",283.9,3,56.9,137,1.612803,69.30894,17.91727,1.729722,11426.95,0.021051,"Utah","yes"
"1991",286.8,2.9,55.1,142,1.655078,69.74521,18.00562,1.771941,11448.19,0.0215649,"Utah","yes"
"1992",290.5,3,55.9,149,1.685371,70.19036,18.09231,1.821498,11611.34,0.022168,"Utah","yes"
"1993",301,3.1,58.6,146,1.705657,70.48416,18.16856,1.875993,11734.36,0.0228312,"Utah","yes"
"1994",304.5,2.9,63.6,152,1.769082,70.66015,18.20832,1.930436,12036.86,0.0234938,"Utah","yes"
"1995",328.8,3.9,67.1,157,1.801673,70.82185,18.23871,1.976774,12333.13,0.0240577,"Utah","yes"
"1996",331.9,3.2,68.9,174,1.826478,70.8315,18.22477,2.022253,12671.42,0.0246112,"Utah","yes"
"1997",334,2.4,68.4,195,1.85911,70.61509,18.18338,2.065397,13137.88,0.0251363,"Utah","yes"
"1998",314.2,3.1,66,205,1.884162,70.37374,18.15409,2.100562,13619.8,0.0255642,"Utah","yes"
"1999",275.5,2.1,54.4,205,1.921228,70.28898,18.156,2.129836,13919.05,0.0259205,"Utah","yes"
"1977",149.5,1.4,30.8,64,0.2482066,73.13677,18.66469,0.491929,10158.28,0.053084,"Vermont","yes"
"1978",166.3,3.3,14.4,57,0.2658058,73.33691,18.50201,0.498108,10751.01,0.0537507,"Vermont","yes"
"1979",184.2,1.4,28.6,76,0.2839493,73.56225,18.37063,0.505372,10774.32,0.0545346,"Vermont","yes"
"1980",178.8,2.2,38.9,62,0.2973519,73.71889,18.25944,0.512524,10520.72,0.0552706,"Vermont","yes"
"1981",128,4.3,27.6,67,0.3266066,73.75161,18.06635,0.515605,10649.83,0.0556028,"Vermont","yes"
"1982",126.9,2.3,23.1,76,0.3467493,73.62413,17.79229,0.519107,10616.18,0.0559805,"Vermont","yes"
"1983",132.6,3.6,27.8,84,0.3678522,73.46095,17.48416,0.523308,10968,0.0564335,"Vermont","yes"
"1984",145.1,2.3,23,72,0.3850696,73.23557,17.14414,0.526658,11554.03,0.0567948,"Vermont","yes"
"1985",147.7,3.4,20.9,74,0.4097889,73.03449,16.81851,0.530029,12032.44,0.0571583,"Vermont","yes"
"1986",149.2,2,22.2,82,0.4295438,72.81029,16.4792,0.534055,12582.38,0.0575925,"Vermont","yes"
"1987",136.5,2.7,16.8,81,0.4481068,72.68566,16.13721,0.540273,13147.98,0.058263,"Vermont","yes"
"1988",142.3,2,16,91,0.4681992,72.68874,15.78344,0.549766,13637.87,0.0592867,"Vermont","yes"
"1989",132.8,1.9,18,98,0.4891527,72.66877,15.37891,0.557699,14066.15,0.0601422,"Vermont","yes"
"1990",127.2,2.3,11.7,109,0.5048483,74.6722,15.05794,0.564526,13757.91,0.0610364,"Vermont","yes"
"1991",116.8,2.1,11.8,117,0.5153921,74.63558,14.78257,0.567141,13317.36,0.0613192,"Vermont","yes"
"1992",109.5,2.1,8.9,124,0.5477842,74.64705,14.56846,0.570115,13698.03,0.0616407,"Vermont","yes"
"1993",114.2,3.6,9,151,0.6111456,74.63293,14.41053,0.574004,13631.87,0.0620612,"Vermont","yes"
"1994",96.9,1,12.2,154,0.6260148,74.74331,14.27034,0.5789,13811.62,0.0625905,"Vermont","yes"
"1995",118.3,2.2,10.9,168,0.6446167,74.98331,14.1826,0.582827,13968.79,0.0630151,"Vermont","yes"
"1996",121.2,1.9,15.4,179,0.6746801,75.23706,14.13042,0.586352,14157.32,0.0633963,"Vermont","yes"
"1997",119.7,1.5,13.4,136,0.6939431,75.65321,14.06878,0.588665,14507.18,0.0636463,"Vermont","yes"
"1998",106.3,2.2,9.5,140,0.6991444,76.06671,13.97561,0.590579,15158.91,0.0638533,"Vermont","yes"
"1999",113.8,2.9,10.9,188,0.7105804,76.52575,13.82457,0.59374,15455.31,0.064195,"Vermont","yes"
"1977",290,9,92.1,126,7.212072,61.69657,19.11182,5.193112,11823.65,0.1305458,"Virginia","no"
"1978",286.4,8.8,97.1,142,7.282593,61.70031,18.95785,5.270238,12285.12,0.1324846,"Virginia","no"
"1979",301,8.6,111.6,157,7.350001,61.62537,18.731,5.307945,12341.14,0.1334325,"Virginia","no"
"1980",307.2,8.6,120.1,158,7.455739,61.25582,18.49745,5.368334,12302.78,0.1352089,"Virginia","no"
"1981",321.7,8.6,133.2,161,7.595535,61.26047,18.49887,5.444106,12374.94,0.1371173,"Virginia","no"
"1982",309.1,7.4,122.2,165,7.635979,61.07048,18.27601,5.492773,12461.4,0.1383431,"Virginia","no"
"1983",292.5,7,110.5,177,7.699036,60.80208,18.05133,5.564658,12936,0.1401536,"Virginia","no"
"1984",295.6,7.7,102.3,177,7.744026,60.61091,17.77941,5.64386,13711.78,0.1421484,"Virginia","no"
"1985",294.7,7.1,100.2,185,7.753279,60.34415,17.42693,5.715156,14154.84,0.1439441,"Virginia","no"
"1986",306,7.1,105.7,204,7.78455,60.05884,17.15423,5.811691,14759.43,0.1463755,"Virginia","no"
"1987",295,7.4,105.8,215,7.824243,59.76487,16.88983,5.932267,15200.16,0.1494123,"Virginia","no"
"1988",299.2,7.8,112.5,217,7.84976,59.50568,16.51812,6.036911,15624.15,0.1520479,"Virginia","no"
"1989",312.5,7.9,106.5,230,7.874146,59.17403,16.21836,6.120232,15883.34,0.1541465,"Virginia","no"
"1990",350.6,8.8,123.3,263,7.940564,60.55391,15.9902,6.213526,15649.96,0.1569151,"Virginia","no"
"1991",373.2,9.3,137.6,279,8.047801,60.14425,15.62398,6.283853,15418.25,0.1586912,"Virginia","no"
"1992",374.9,8.8,137.8,311,8.207335,59.77764,15.35561,6.383315,15595.15,0.161203,"Virginia","no"
"1993",372.2,8.3,142,327,8.324735,59.4888,15.06809,6.464795,15690.6,0.1632607,"Virginia","no"
"1994",357.7,8.7,132.8,346,8.430079,59.22881,14.75349,6.536771,15932.45,0.1650783,"Virginia","no"
"1995",361.5,7.6,131.7,406,8.545758,58.98551,14.51697,6.601392,15994.22,0.1667102,"Virginia","no"
"1996",341.3,7.5,122.6,410,8.667809,58.81139,14.35269,6.665491,16189.33,0.168329,"Virginia","yes"
"1997",345.2,7.2,124.5,404,8.791426,58.6368,14.22966,6.732878,16619.82,0.1700308,"Virginia","yes"
"1998",325.7,6.2,105.6,407,8.892635,58.44238,14.16774,6.789225,17333.46,0.1714537,"Virginia","yes"
"1999",314.7,5.7,101.1,399,9.045802,58.35429,14.14417,6.872912,17816.81,0.1735672,"Virginia","yes"
"1977",374.9,4.3,106.2,109,2.462494,70.13207,18.69276,3.77605,12875.81,0.056723,"Washington","yes"
"1978",405.3,4.6,125,118,2.554028,70.02095,18.53796,3.889073,13579.34,0.0584208,"Washington","yes"
"1979",434.6,4.8,120.7,112,2.639416,69.86417,18.38804,4.017632,13671.98,0.060352,"Washington","yes"
"1980",464.3,5.5,135.1,113,2.790565,69.74776,18.30524,4.154678,13193.82,0.062466,"Washington","yes"
"1981",447.3,5.1,130,106,2.906936,69.48921,18.07634,4.235731,13045.69,0.0636847,"Washington","yes"
"1982",406.4,4.4,117.9,125,3.004598,69.02334,17.69891,4.276545,12828.79,0.0642983,"Washington","yes"
"1983",371.8,4.9,105.4,148,3.077551,68.45677,17.30403,4.30027,13124,0.064655,"Washington","yes"
"1984",406.4,4.6,120.6,155,3.167497,68.01142,16.87811,4.34365,13446.14,0.0653072,"Washington","yes"
"1985",425.4,5.2,132,156,3.257087,67.5183,16.48422,4.400098,13647.39,0.0661559,"Washington","yes"
"1986",437,5,135.1,156,3.351231,67.07538,16.07974,4.452722,14109.5,0.0669472,"Washington","yes"
"1987",439.5,5.6,141.4,147,3.447744,66.68768,15.73394,4.531891,14295.1,0.0681375,"Washington","yes"
"1988",466.4,5.7,145.9,134,3.552496,66.40105,15.44902,4.639893,14541.34,0.0697613,"Washington","yes"
"1989",471.7,4.4,140.1,124,3.653314,66.05814,15.15279,4.746321,14992.01,0.0713614,"Washington","yes"
"1990",501.6,4.9,130,142,3.758239,67.4353,15.01959,4.90078,15259.81,0.0736052,"Washington","yes"
"1991",522.6,4.2,145.5,162,3.841731,67.49376,14.75479,5.013443,15278.63,0.0752973,"Washington","yes"
"1992",534.5,5,139.8,182,3.94251,67.47049,14.59812,5.139011,15561.07,0.0771832,"Washington","yes"
"1993",514.6,5.2,137.1,192,4.024598,67.56084,14.44363,5.247704,15443.25,0.0788157,"Washington","yes"
"1994",511.3,5.5,139.7,196,4.122517,67.50073,14.29447,5.334896,15535.97,0.0801252,"Washington","yes"
"1995",484.3,5.1,132.7,201,4.223274,67.51688,14.25477,5.431024,15616.21,0.081569,"Washington","yes"
"1996",431.2,4.6,119,212,4.309975,67.46822,14.25609,5.509963,16057.25,0.0827545,"Washington","yes"
"1997",440.7,4.3,120,225,4.411963,67.49805,14.28722,5.604105,16644.04,0.0841685,"Washington","yes"
"1998",428.5,3.9,115.6,233,4.507359,67.48536,14.29699,5.687832,17461.77,0.085426,"Washington","yes"
"1999",377.3,3,100.9,247,4.602491,67.48767,14.33652,5.756361,18167.24,0.0864552,"Washington","yes"
"1977",152.3,6,42.2,71,1.234639,70.00751,17.46272,1.908088,9951.133,0.0792725,"West Virginia","no"
"1978",167.7,6.8,46.3,67,1.230221,69.93727,17.32307,1.923395,10242.18,0.0799084,"West Virginia","no"
"1979",168.1,6.8,43.9,63,1.223904,69.90005,17.21467,1.942146,10196.7,0.0806874,"West Virginia","no"
"1980",183.7,7.1,48.5,66,1.234531,69.99722,17.13686,1.951349,9879.948,0.0809051,"West Virginia","no"
"1981",174.8,6,50.2,64,1.244809,70.06487,16.94158,1.954115,9717.135,0.0810197,"West Virginia","no"
"1982",174.8,5.2,49.8,80,1.245944,70.06021,16.70748,1.949606,9741.048,0.0808328,"West Virginia","no"
"1983",171.8,4.9,44.2,77,1.249316,70.01633,16.4612,1.945065,9626,0.0806445,"West Virginia","no"
"1984",168.2,4.4,38.1,83,1.247963,69.93818,16.17927,1.927701,9989.902,0.0799246,"West Virginia","no"
"1985",166,3.8,37.6,82,1.251974,69.94443,15.91077,1.906828,10126.74,0.0790592,"West Virginia","no"
"1986",164.5,5.9,41,89,1.256514,69.83031,15.6201,1.88235,10420.78,0.0780443,"West Virginia","no"
"1987",137.3,4.8,31.2,77,1.260243,69.79784,15.31127,1.857579,10480.15,0.0770172,"West Virginia","no"
"1988",131.4,4.9,34.2,77,1.263297,69.7577,15.0216,1.830211,10700.14,0.0758825,"West Virginia","no"
"1989",146.7,6.5,42.7,78,1.269158,69.71596,14.71848,1.806552,10863.79,0.0749016,"West Virginia","no"
"1990",169.3,5.7,37.9,84,1.286095,72.58303,14.48551,1.792481,11109.2,0.0744169,"West Virginia","yes"
"1991",191,6.2,43.3,85,1.298623,72.64382,14.39891,1.798212,11125.09,0.0746549,"West Virginia","yes"
"1992",211.5,6.3,43.5,83,1.318277,72.63476,14.34143,1.805462,11443.78,0.0749559,"West Virginia","yes"
"1993",208.4,6.9,43,92,1.340672,72.55381,14.27117,1.816179,11522.84,0.0754008,"West Virginia","yes"
"1994",215.8,5.4,42.4,98,1.350461,72.56207,14.16494,1.81849,11701.54,0.0754967,"West Virginia","yes"
"1995",210.2,4.9,42.7,106,1.349255,72.45068,14.09116,1.82056,11715.1,0.0755827,"West Virginia","yes"
"1996",210.1,3.8,40.4,136,1.364884,72.55532,14.01091,1.818983,11789.41,0.0755172,"West Virginia","yes"
"1997",218.7,4.1,43.1,149,1.370906,72.64451,13.90547,1.815588,12040.57,0.0753763,"West Virginia","yes"
"1998",248.6,4.3,37.3,174,1.38876,72.74287,13.76887,1.811688,12351.37,0.0752143,"West Virginia","yes"
"1999",350.6,4.4,36.6,192,1.391588,72.94131,13.5825,1.806928,12510.76,0.0750167,"West Virginia","yes"
"1977",131.5,2.8,52.2,71,1.592624,69.68519,18.59392,4.626517,12193.55,0.0849463,"Wisconsin","no"
"1978",132.2,2.5,49.9,72,1.636832,69.62133,18.49492,4.646109,12670.18,0.0853061,"Wisconsin","no"
"1979",166.1,3.4,60.5,73,1.695498,69.51105,18.38056,4.682812,12733.53,0.08598,"Wisconsin","no"
"1980",182.6,2.9,70.7,73,1.766834,69.65793,18.32003,4.712045,12284.65,0.0865771,"Wisconsin","no"
"1981",187.9,3.4,68.6,85,1.830996,69.44913,18.13257,4.726336,12062.58,0.0868397,"Wisconsin","no"
"1982",190.5,3.1,71.2,93,1.891105,69.07502,17.82849,4.728876,11962.94,0.0868863,"Wisconsin","no"
"1983",190.9,2.8,71.9,96,1.946374,68.67786,17.47779,4.721445,12046,0.0867498,"Wisconsin","no"
"1984",196.5,2.5,66.4,102,1.995027,68.32092,17.12216,4.735576,12641.54,0.0870094,"Wisconsin","no"
"1985",206.9,2.8,70.2,105,2.057478,67.96238,16.77438,4.747753,12820.47,0.0872332,"Wisconsin","no"
"1986",257.9,3.1,72.8,113,2.114254,67.5285,16.40335,4.755625,13207.77,0.0873778,"Wisconsin","no"
"1987",249.9,3.5,66.4,119,2.174812,67.20159,16.02941,4.77793,13468.97,0.0877876,"Wisconsin","no"
"1988",214.4,3,67.1,126,2.242036,67.0311,15.70439,4.822402,13641.24,0.0886047,"Wisconsin","no"
"1989",222.6,3.6,75.2,130,2.318033,66.7228,15.36247,4.856575,13891.1,0.0892326,"Wisconsin","no"
"1990",264.7,4.6,112.7,138,2.387305,68.60641,15.10893,4.902265,13837.92,0.0902579,"Wisconsin","no"
"1991",277,4.8,119,149,2.454108,68.70872,14.90861,4.952675,13677.74,0.091186,"Wisconsin","no"
"1992",275.7,4.4,119.8,157,2.520563,68.76257,14.76215,5.004636,14109.12,0.0921427,"Wisconsin","no"
"1993",264.4,4.4,113.4,176,2.585891,68.84564,14.63767,5.055318,14220.27,0.0930758,"Wisconsin","no"
"1994",270.5,4.5,112.9,166,2.653202,68.88604,14.52687,5.095504,14581.73,0.0938157,"Wisconsin","no"
"1995",281.1,4.3,105.1,187,2.723085,69.01579,14.46649,5.137004,14762.74,0.0945797,"Wisconsin","no"
"1996",252.7,4,96.6,201,2.797213,69.16254,14.43643,5.173828,14956.79,0.0952577,"Wisconsin","no"
"1997",270.6,4,100.9,238,2.843218,69.24231,14.41062,5.200235,15395.21,0.0957439,"Wisconsin","no"
"1998",249,3.6,85.6,283,2.879499,69.32509,14.37501,5.222124,16024.7,0.0961469,"Wisconsin","no"
"1999",245.9,3.4,84.7,334,2.938665,69.429,14.32648,5.250446,16367.26,0.0966684,"Wisconsin","no"
"1977",240.9,5.4,39.7,87,1.060353,71.94287,20.078,0.413353,13401.89,0.0042525,"Wyoming","no"
"1978",280.4,7.1,48.1,98,1.072129,71.91188,20.0341,0.432877,14338.75,0.0044533,"Wyoming","no"
"1979",350.9,9.1,42.2,102,1.072455,71.78605,19.94991,0.454378,14504.78,0.0046745,"Wyoming","no"
"1980",392.6,6.2,44.4,95,1.083543,72.13893,19.9205,0.474185,14209.38,0.0048891,"Wyoming","no"
"1981",430.1,5.5,41.9,113,1.073996,72.01286,19.31403,0.491715,14115.38,0.0050698,"Wyoming","no"
"1982",304.2,9.2,34.3,117,1.077195,71.92876,18.65749,0.506408,13675.03,0.0052213,"Wyoming","no"
"1983",237.2,5.8,29.8,135,1.089689,71.27304,17.9884,0.510329,12723,0.0052617,"Wyoming","no"
"1984",242.1,3.3,23.1,138,1.113899,70.9073,17.32605,0.504893,12939.79,0.0052057,"Wyoming","no"
"1985",256.8,4.3,20,143,1.140302,70.75819,16.74352,0.499692,13188.09,0.005152,"Wyoming","no"
"1986",293.1,5.3,22.5,148,1.172461,70.4869,16.22318,0.495624,12729.64,0.0051101,"Wyoming","no"
"1987",283.1,2,20,168,1.213082,70.05034,15.76252,0.476967,12448.14,0.0049177,"Wyoming","no"
"1988",314,2.5,15.1,190,1.273495,70.03685,15.39654,0.465098,12603.06,0.0047954,"Wyoming","no"
"1989",258.3,4.4,17.1,199,1.344308,70.21884,15.21673,0.458377,13155.55,0.0047261,"Wyoming","no"
"1990",301.4,4.9,15.9,216,1.399203,72.02543,15.15943,0.453401,13712.95,0.0046692,"Wyoming","no"
"1991",310.2,3.3,17.2,237,1.41194,72.33991,15.11932,0.457739,13791.78,0.0047139,"Wyoming","no"
"1992",319.5,3.6,18,237,1.434764,72.73,15.13535,0.463491,13880.5,0.0047731,"Wyoming","no"
"1993",286.2,3.4,17.2,226,1.476442,73.03836,15.20767,0.469033,13977.74,0.0048302,"Wyoming","no"
"1994",272.5,3.4,16.6,238,1.481319,73.39078,15.27995,0.474982,14083.1,0.0048914,"Wyoming","no"
"1995",254.2,2.1,17.9,254,1.485849,73.71621,15.37098,0.478447,14070.16,0.0049271,"Wyoming","yes"
"1996",249.7,3.3,20.4,289,1.521814,73.85796,15.44601,0.480085,14032.23,0.004944,"Wyoming","yes"
"1997",255.2,3.5,17.7,310,1.527818,73.92731,15.494,0.480031,14790.98,0.0049434,"Wyoming","yes"
"1998",247.6,4.8,16.2,326,1.558396,73.98515,15.51021,0.480045,15225.51,0.0049436,"Wyoming","yes"
"1999",232.3,2.3,15.4,327,1.613004,74.04952,15.48013,0.479602,15765.07,0.004939,"Wyoming","yes"
