"year","country","opec","com","pop","gdp","sr"
1983,"NEPAL","no","no",15833,924,8.2
1984,"NEPAL","no","no",16255,930,8.3
1985,"NEPAL","no","no",16682,936,8.4
1960,"PAKISTAN","no","no",45970,638,13.1
1961,"PAKISTAN","no","no",47176,659,12.8
1962,"PAKISTAN","no","no",48437,670,15.9
1963,"PAKISTAN","no","no",49752,706,15.2
1964,"PAKISTAN","no","no",51122,754,16.8
1965,"PAKISTAN","no","no",52552,889,10.2
1966,"PAKISTAN","no","no",54037,894,11.5
1967,"PAKISTAN","no","no",55583,926,11.8
1968,"PAKISTAN","no","no",57195,966,9.1
1969,"PAKISTAN","no","no",58868,946,10.8
1970,"PAKISTAN","no","no",60607,1029,9.6
1971,"PAKISTAN","no","no",62573,972,9.8
1972,"PAKISTAN","no","no",64610,898,9.7
1973,"PAKISTAN","no","no",66706,907,9.7
1974,"PAKISTAN","no","no",68849,934,8.7
1975,"PAKISTAN","no","no",71033,923,9.5
1976,"PAKISTAN","no","no",73251,943,9.2
1977,"PAKISTAN","no","no",75494,969,9.7
1978,"PAKISTAN","no","no",77779,1014,9.3
1979,"PAKISTAN","no","no",80135,1053,9.1
1980,"PAKISTAN","no","no",82581,1110,9.1
1981,"PAKISTAN","no","no",85114,1101,9.4
1982,"PAKISTAN","no","no",87736,1129,10.2
1983,"PAKISTAN","no","no",90452,1168,10.2
1984,"PAKISTAN","no","no",93265,1207,10
1985,"PAKISTAN","no","no",96180,1262,10.2
1960,"PHILIPPINES","no","no",27909,1133,10.9
1961,"PHILIPPINES","no","no",28750,1153,11.9
1962,"PHILIPPINES","no","no",29613,1217,11.1
1963,"PHILIPPINES","no","no",30507,1235,12.1
1964,"PHILIPPINES","no","no",31423,1217,13.1
1965,"PHILIPPINES","no","no",32369,1243,13
1966,"PHILIPPINES","no","no",33345,1253,12.6
1967,"PHILIPPINES","no","no",34347,1311,14
1968,"PHILIPPINES","no","no",35380,1356,14.5
1969,"PHILIPPINES","no","no",36446,1401,14.5
1970,"PHILIPPINES","no","no",37540,1403,13.3
1971,"PHILIPPINES","no","no",38655,1432,13.5
1972,"PHILIPPINES","no","no",39778,1462,13.2
1973,"PHILIPPINES","no","no",40900,1532,13.7
1974,"PHILIPPINES","no","no",42012,1587,15.5
1975,"PHILIPPINES","no","no",43103,1625,18.1
1976,"PHILIPPINES","no","no",44143,1689,20.1
1977,"PHILIPPINES","no","no",45153,1725,19.3
1978,"PHILIPPINES","no","no",46164,1780,19.7
1979,"PHILIPPINES","no","no",47209,1854,20.5
1980,"PHILIPPINES","no","no",48323,1879,19.3
1981,"PHILIPPINES","no","no",49540,1867,19.4
1982,"PHILIPPINES","no","no",50800,1915,20
1983,"PHILIPPINES","no","no",52055,1867,21.2
1984,"PHILIPPINES","no","no",53351,1663,15.6
1985,"PHILIPPINES","no","no",54700,1542,11.3
1960,"SAUDI ARABIA","yes","no",4075,3884,2.2
1961,"SAUDI ARABIA","yes","no",4209,4255,2
1962,"SAUDI ARABIA","yes","no",4348,4336,2.2
1963,"SAUDI ARABIA","yes","no",4492,4838,1.7
1964,"SAUDI ARABIA","yes","no",4640,5398,1.5
1965,"SAUDI ARABIA","yes","no",4793,5991,1.8
1966,"SAUDI ARABIA","yes","no",4970,6461,2
1967,"SAUDI ARABIA","yes","no",5153,6614,2.3
1968,"SAUDI ARABIA","yes","no",5343,6923,2.8
1969,"SAUDI ARABIA","yes","no",5541,7151,2.8
1970,"SAUDI ARABIA","yes","no",5745,7838,1.9
1971,"SAUDI ARABIA","yes","no",5997,8756,1.5
1972,"SAUDI ARABIA","yes","no",6275,9972,1.6
1973,"SAUDI ARABIA","yes","no",6579,11445,2
1974,"SAUDI ARABIA","yes","no",6905,12804,2.6
1975,"SAUDI ARABIA","yes","no",7251,11714,5.5
1976,"SAUDI ARABIA","yes","no",7617,11677,9.1
1977,"SAUDI ARABIA","yes","no",8000,12554,11.2
1978,"SAUDI ARABIA","yes","no",8410,12512,15.3
1979,"SAUDI ARABIA","yes","no",8865,13133,13.2
1980,"SAUDI ARABIA","yes","no",9372,13750,12.6
1981,"SAUDI ARABIA","yes","no",9923,13766,16
1982,"SAUDI ARABIA","yes","no",10510,13119,13.7
1983,"SAUDI ARABIA","yes","no",11122,10216,18.1
1984,"SAUDI ARABIA","yes","no",11750,9199,19.1
1985,"SAUDI ARABIA","yes","no",12379,8313,19.4
1960,"SINGAPORE","no","no",1647,1658,11
1961,"SINGAPORE","no","no",1703,1739,13.9
1962,"SINGAPORE","no","no",1751,1802,15.8
1963,"SINGAPORE","no","no",1795,1909,18.6
1964,"SINGAPORE","no","no",1842,1797,19.9
1965,"SINGAPORE","no","no",1887,1864,21.9
1966,"SINGAPORE","no","no",1935,2008,21.5
1967,"SINGAPORE","no","no",1978,2193,22.8
1968,"SINGAPORE","no","no",2013,2430,25
1969,"SINGAPORE","no","no",2043,2742,30.2
1970,"SINGAPORE","no","no",2075,3017,38.8
1971,"SINGAPORE","no","no",1901,3660,40.9
1972,"SINGAPORE","no","no",1933,4108,39.1
1973,"SINGAPORE","no","no",1965,4757,35.7
1974,"SINGAPORE","no","no",2000,4870,41.1
1975,"SINGAPORE","no","no",2037,5350,33.9
1976,"SINGAPORE","no","no",2079,5592,33.7
1977,"SINGAPORE","no","no",2122,5903,30.1
1978,"SINGAPORE","no","no",2169,6247,32.4
1979,"SINGAPORE","no","no",2222,6640,35.4
1980,"SINGAPORE","no","no",2282,7053,37.8
1981,"SINGAPORE","no","no",2324,7590,36.9
1982,"SINGAPORE","no","no",2366,7928,39.9
1983,"SINGAPORE","no","no",2406,8360,41.4
1984,"SINGAPORE","no","no",2444,8891,42
1985,"SINGAPORE","no","no",2483,8616,37.3
1960,"SRI LANKA","no","no",9889,1259,4.7
1961,"SRI LANKA","no","no",10135,1130,5.7
1962,"SRI LANKA","no","no",10385,1278,4.8
1963,"SRI LANKA","no","no",10651,1211,5.6
1964,"SRI LANKA","no","no",10889,1150,5.5
1965,"SRI LANKA","no","no",11133,1179,4.8
1966,"SRI LANKA","no","no",11440,1198,5.2
1967,"SRI LANKA","no","no",11702,1206,5.5
1968,"SRI LANKA","no","no",11992,1195,6.3
1969,"SRI LANKA","no","no",12252,1240,7.4
1970,"SRI LANKA","no","no",12516,1243,7.3
1971,"SRI LANKA","no","no",12608,1251,6.6
1972,"SRI LANKA","no","no",12861,1188,7.4
1973,"SRI LANKA","no","no",13091,1253,5.5
1974,"SRI LANKA","no","no",13284,1297,8.1
1975,"SRI LANKA","no","no",13496,1285,7.4
1976,"SRI LANKA","no","no",13717,1338,9.1
1977,"SRI LANKA","no","no",13942,1390,8.3
1978,"SRI LANKA","no","no",14184,1497,11.3
1979,"SRI LANKA","no","no",14471,1549,14.1
1980,"SRI LANKA","no","no",14738,1635,16.1
1981,"SRI LANKA","no","no",14988,1632,14
1982,"SRI LANKA","no","no",15189,1792,13.3
1983,"SRI LANKA","no","no",15417,1903,12.5
1984,"SRI LANKA","no","no",15599,1928,12.7
1985,"SRI LANKA","no","no",15837,2045,11.2
1960,"SYRIA","no","no",4561,1575,12.7
1961,"SYRIA","no","no",4704,1606,15.4
1962,"SYRIA","no","no",4852,1935,16.9
1963,"SYRIA","no","no",5005,1581,16.3
1964,"SYRIA","no","no",5163,2089,13.6
1965,"SYRIA","no","no",5325,2011,11.6
1966,"SYRIA","no","no",5500,1803,15.1
1967,"SYRIA","no","no",5680,1947,13.1
1968,"SYRIA","no","no",5867,1944,15.6
1969,"SYRIA","no","no",6059,2311,16.1
1970,"SYRIA","no","no",6258,2294,11
1971,"SYRIA","no","no",6485,2468,11.5
1972,"SYRIA","no","no",6719,2965,11.7
1973,"SYRIA","no","no",6956,2540,12.5
1974,"SYRIA","no","no",7196,3242,12.9
1975,"SYRIA","no","no",7438,3691,15.3
1976,"SYRIA","no","no",7680,3955,18.6
1977,"SYRIA","no","no",7920,4021,20.1
1978,"SYRIA","no","no",8164,4158,16.3
1979,"SYRIA","no","no",8424,4155,16
1980,"SYRIA","no","no",8704,4467,17.6
1981,"SYRIA","no","no",8996,4664,16.7
1982,"SYRIA","no","no",9318,4457,17.4
1983,"SYRIA","no","no",9649,4323,18.4
1984,"SYRIA","no","no",9993,3976,19.5
1985,"SYRIA","no","no",10348,4240,18.5
1960,"TAIWAN","no","no",10792,1256,14
1961,"TAIWAN","no","no",11149,1298,14.1
1962,"TAIWAN","no","no",11511,1355,13.3
1963,"TAIWAN","no","no",11883,1420,14.4
1964,"TAIWAN","no","no",12257,1542,14.5
1965,"TAIWAN","no","no",12628,1660,16.8
1966,"TAIWAN","no","no",12993,1735,16.4
1967,"TAIWAN","no","no",13297,1883,19.4
1968,"TAIWAN","no","no",13650,1950,20
1969,"TAIWAN","no","no",14335,2019,20
1970,"TAIWAN","no","no",14676,2188,21.9
1971,"TAIWAN","no","no",14995,2392,23.1
1972,"TAIWAN","no","no",15289,2626,23.1
1973,"TAIWAN","no","no",15565,2914,24.6
1974,"TAIWAN","no","no",15852,3003,31.3
1975,"TAIWAN","no","no",16150,3042,25.9
1976,"TAIWAN","no","no",16508,3345,26.8
1977,"TAIWAN","no","no",16813,3570,25.5
1978,"TAIWAN","no","no",17136,3920,25.8
1979,"TAIWAN","no","no",17479,4248,28.7
1980,"TAIWAN","no","no",17805,4459,29.1
1981,"TAIWAN","no","no",18136,4593,27.9
1982,"TAIWAN","no","no",18458,4642,24.8
1983,"TAIWAN","no","no",18733,4902,23.7
1984,"TAIWAN","no","no",19013,5294,22.8
1985,"TAIWAN","no","no",19258,5449,19.9
1960,"THAILAND","no","no",26405,943,11.3
1961,"THAILAND","no","no",27213,960,11.2
1962,"THAILAND","no","no",28049,995,13.2
1963,"THAILAND","no","no",28907,1036,15.2
1964,"THAILAND","no","no",29793,1100,14.5
1965,"THAILAND","no","no",30705,1136,15.5
1966,"THAILAND","no","no",31652,1226,18.5
1967,"THAILAND","no","no",32628,1264,18.6
1968,"THAILAND","no","no",33636,1330,18.9
1969,"THAILAND","no","no",34676,1401,21
1970,"THAILAND","no","no",35745,1526,18.3
1971,"THAILAND","no","no",36884,1483,17.7
1972,"THAILAND","no","no",38017,1513,15.7
1973,"THAILAND","no","no",39142,1648,19.1
1974,"THAILAND","no","no",40257,1641,17.9
1975,"THAILAND","no","no",41359,1683,17.4
1976,"THAILAND","no","no",42450,1779,16
1977,"THAILAND","no","no",43532,1908,18.3
1978,"THAILAND","no","no",44602,2025,19.9
1979,"THAILAND","no","no",45659,2156,17.5
1980,"THAILAND","no","no",46700,2178,17.2
1981,"THAILAND","no","no",47727,2217,18.2
1982,"THAILAND","no","no",48740,2195,16
1983,"THAILAND","no","no",49739,2397,17.6
1984,"THAILAND","no","no",50720,2457,18
1985,"THAILAND","no","no",51683,2463,16.8
1960,"AUSTRIA","no","no",7048,5143,24.3
1961,"AUSTRIA","no","no",7087,5388,24.5
1962,"AUSTRIA","no","no",7130,5481,23.3
1963,"AUSTRIA","no","no",7172,5688,22.9
1964,"AUSTRIA","no","no",7215,5978,25.2
1965,"AUSTRIA","no","no",7255,6144,25.2
1966,"AUSTRIA","no","no",7308,6437,26.7
1967,"AUSTRIA","no","no",7338,6596,25.6
1968,"AUSTRIA","no","no",7362,6847,25.7
1969,"AUSTRIA","no","no",7384,7162,26.1
1970,"AUSTRIA","no","no",7426,7510,28.1
1971,"AUSTRIA","no","no",7460,7851,27.6
1972,"AUSTRIA","no","no",7510,8286,28.5
1973,"AUSTRIA","no","no",7553,8669,29.6
1974,"AUSTRIA","no","no",7564,8974,28.9
1975,"AUSTRIA","no","no",7556,8936,25.5
1976,"AUSTRIA","no","no",7552,9361,27.4
1977,"AUSTRIA","no","no",7559,9782,27.7
1978,"AUSTRIA","no","no",7553,9753,26
1979,"AUSTRIA","no","no",7550,10217,26.6
1980,"AUSTRIA","no","no",7553,10509,27.8
1981,"AUSTRIA","no","no",7565,10407,25.2
1982,"AUSTRIA","no","no",7574,10484,22.8
1983,"AUSTRIA","no","no",7552,10728,21.8
1984,"AUSTRIA","no","no",7552,10877,24.1
1985,"AUSTRIA","no","no",7555,11131,24
1960,"BELGIUM","no","no",9119,5495,23.1
1961,"BELGIUM","no","no",9166,5752,25.1
1962,"BELGIUM","no","no",9218,6012,24.8
1963,"BELGIUM","no","no",9283,6205,24
1964,"BELGIUM","no","no",9367,6579,27
1965,"BELGIUM","no","no",9448,6749,26.1
1966,"BELGIUM","no","no",9508,6911,27.5
1967,"BELGIUM","no","no",9557,7129,26.7
1968,"BELGIUM","no","no",9590,7384,25.9
1969,"BELGIUM","no","no",9613,7828,26.8
1970,"BELGIUM","no","no",9638,8331,27.1
1971,"BELGIUM","no","no",9673,8574,25.7
1972,"BELGIUM","no","no",9709,8957,24.5
1973,"BELGIUM","no","no",9738,9485,25.8
1974,"BELGIUM","no","no",9768,9871,27.3
1975,"BELGIUM","no","no",9795,9633,24.1
1976,"BELGIUM","no","no",9811,10156,24.7
1977,"BELGIUM","no","no",9822,10204,24.8
1978,"BELGIUM","no","no",9830,10465,24.7
1979,"BELGIUM","no","no",9837,10679,24.2
1980,"BELGIUM","no","no",9847,11109,24.3
1981,"BELGIUM","no","no",9852,10829,19.8
1982,"BELGIUM","no","no",9856,10986,19.5
1983,"BELGIUM","no","no",9856,10972,17.8
1984,"BELGIUM","no","no",9853,11236,19.1
1985,"BELGIUM","no","no",9858,11285,17.6
1960,"CYPRUS","no","no",573,2037,25.7
1961,"CYPRUS","no","no",575,2196,28.5
1962,"CYPRUS","no","no",577,2437,33.8
1963,"CYPRUS","no","no",578,2571,31.4
1964,"CYPRUS","no","no",580,2283,26.3
1965,"CYPRUS","no","no",582,2717,31.7
1966,"CYPRUS","no","no",588,2906,30.2
1967,"CYPRUS","no","no",595,3221,29.9
1968,"CYPRUS","no","no",602,3398,28.9
1969,"CYPRUS","no","no",608,3704,32
1970,"CYPRUS","no","no",615,3753,32.2
1971,"CYPRUS","no","no",614,4148,30.6
1972,"CYPRUS","no","no",613,4442,29.4
1973,"CYPRUS","no","no",611,4693,29.1
1974,"CYPRUS","no","no",610,3860,23.8
1975,"CYPRUS","no","no",609,3258,17
1976,"CYPRUS","no","no",611,3828,19.9
1977,"CYPRUS","no","no",614,4414,26.6
1978,"CYPRUS","no","no",618,4697,28.4
1979,"CYPRUS","no","no",623,5091,30.4
1980,"CYPRUS","no","no",629,5295,30.3
1981,"CYPRUS","no","no",637,5291,27.2
1982,"CYPRUS","no","no",645,5608,26.1
1983,"CYPRUS","no","no",653,5838,24.7
1984,"CYPRUS","no","no",660,6268,27.8
1985,"CYPRUS","no","no",666,6486,25.2
1960,"CZECHOSLOVAKIA","no","yes",13654,1603,24.3
1961,"CZECHOSLOVAKIA","no","yes",13752,1712,25
1962,"CZECHOSLOVAKIA","no","yes",13851,1758,25.3
1963,"CZECHOSLOVAKIA","no","yes",13950,1706,22.4
1964,"CZECHOSLOVAKIA","no","yes",14027,1652,19.6
1965,"CZECHOSLOVAKIA","no","yes",14105,1800,22.3
1966,"CZECHOSLOVAKIA","no","yes",14183,2124,30.2
1967,"CZECHOSLOVAKIA","no","yes",14262,2119,27.9
1968,"CZECHOSLOVAKIA","no","yes",14341,2253,27.4
1969,"CZECHOSLOVAKIA","no","yes",14420,2395,28.5
1970,"CZECHOSLOVAKIA","no","yes",14334,2520,29.2
1971,"CZECHOSLOVAKIA","no","yes",14390,2629,27.8
1972,"CZECHOSLOVAKIA","no","yes",14465,2751,28
1973,"CZECHOSLOVAKIA","no","yes",14560,2906,29.2
1974,"CZECHOSLOVAKIA","no","yes",14686,3100,31.6
1975,"CZECHOSLOVAKIA","no","yes",14802,3254,32.4
1976,"CZECHOSLOVAKIA","no","yes",14918,3351,31.9
1977,"CZECHOSLOVAKIA","no","yes",15031,3443,30.1
1978,"CZECHOSLOVAKIA","no","yes",15138,3598,31.1
1979,"CZECHOSLOVAKIA","no","yes",15211,3666,30.5
1980,"CZECHOSLOVAKIA","no","yes",15262,3731,32.2
1981,"CZECHOSLOVAKIA","no","yes",15314,3696,29.6
1982,"CZECHOSLOVAKIA","no","yes",15366,3718,28.6
1983,"CZECHOSLOVAKIA","no","yes",15415,3805,26.5
1984,"CZECHOSLOVAKIA","no","yes",15459,3863,25.5
1985,"CZECHOSLOVAKIA","no","yes",15500,3920,25.6
1960,"DENMARK","no","no",4581,6760,26.7
1961,"DENMARK","no","no",4610,7142,26.2
1962,"DENMARK","no","no",4647,7512,27.6
1963,"DENMARK","no","no",4684,7404,24.4
1964,"DENMARK","no","no",4720,8127,28.9
1965,"DENMARK","no","no",4758,8436,29.7
1966,"DENMARK","no","no",4798,8562,28.5
1967,"DENMARK","no","no",4839,8778,28.3
1968,"DENMARK","no","no",4867,9031,28.4
1969,"DENMARK","no","no",4891,9595,30.6
1970,"DENMARK","no","no",4929,9670,30.4
1971,"DENMARK","no","no",4963,9860,29.8
1972,"DENMARK","no","no",4992,10344,30.5
1973,"DENMARK","no","no",5022,10613,31.8
1974,"DENMARK","no","no",5045,10428,29.4
1975,"DENMARK","no","no",5060,10236,24.7
1976,"DENMARK","no","no",5073,10921,28.3
1977,"DENMARK","no","no",5088,11047,27
1978,"DENMARK","no","no",5104,11137,25.9
1979,"DENMARK","no","no",5117,11484,25.7
1980,"DENMARK","no","no",5123,11342,21.9
1981,"DENMARK","no","no",5122,11153,18
1982,"DENMARK","no","no",5118,11526,19.4
1983,"DENMARK","no","no",5114,11828,18.9
1984,"DENMARK","no","no",5112,12419,21.7
1985,"DENMARK","no","no",5114,12969,22.9
1960,"FINLAND","no","no",4430,5291,38.4
1961,"FINLAND","no","no",4461,5674,39.2
1962,"FINLAND","no","no",4491,5743,37.1
1963,"FINLAND","no","no",4523,5829,33.8
1964,"FINLAND","no","no",4549,6145,35.6
1965,"FINLAND","no","no",4564,6514,38.8
1966,"FINLAND","no","no",4581,6596,37.8
1967,"FINLAND","no","no",4606,6657,35.5
1968,"FINLAND","no","no",4627,6741,34.4
1969,"FINLAND","no","no",4624,7412,35.3
1970,"FINLAND","no","no",4606,8108,40.1
1971,"FINLAND","no","no",4616,8224,39.2
1972,"FINLAND","no","no",4640,8751,35
1973,"FINLAND","no","no",4666,9300,36.2
1974,"FINLAND","no","no",4691,9614,42.2
1975,"FINLAND","no","no",4711,9609,41
1976,"FINLAND","no","no",4726,9431,33.5
1977,"FINLAND","no","no",4739,9387,32.2
1978,"FINLAND","no","no",4753,9505,28.6
1979,"FINLAND","no","no",4765,10262,32.7
1980,"FINLAND","no","no",4780,10851,35.1
1981,"FINLAND","no","no",4800,10903,32.4
1982,"FINLAND","no","no",4827,11228,32.6
1983,"FINLAND","no","no",4856,11477,31.9
1984,"FINLAND","no","no",4882,11746,31
1985,"FINLAND","no","no",4902,12051,30.2
1960,"FRANCE","no","no",45685,5823,25.1
1961,"FRANCE","no","no",46162,6087,25.3
1962,"FRANCE","no","no",47000,6401,25.9
1963,"FRANCE","no","no",47817,6651,26.1
1964,"FRANCE","no","no",48310,7048,27.9
1965,"FRANCE","no","no",48756,7304,27.7
1966,"FRANCE","no","no",49162,7645,28.7
1967,"FRANCE","no","no",49548,7946,28.7
1968,"FRANCE","no","no",49914,8228,29.2
1969,"FRANCE","no","no",50320,8768,30.7
1970,"FRANCE","no","no",50772,9200,30.5
1971,"FRANCE","no","no",51251,9538,30.3
1972,"FRANCE","no","no",51701,9837,30.5
1973,"FRANCE","no","no",52118,10316,31.9
1974,"FRANCE","no","no",52460,10510,31.7
1975,"FRANCE","no","no",52699,10297,26.7
1976,"FRANCE","no","no",52909,10751,28.6
1977,"FRANCE","no","no",53145,11053,27.8
1978,"FRANCE","no","no",53376,11334,26.4
1979,"FRANCE","no","no",53606,11664,27.4
1980,"FRANCE","no","no",53880,11756,27.4
1981,"FRANCE","no","no",54182,11746,25.2
1982,"FRANCE","no","no",54480,11970,25.3
1983,"FRANCE","no","no",54728,11936,23.4
1984,"FRANCE","no","no",54947,12034,22.8
1985,"FRANCE","no","no",55170,12206,23
1960,"GERMANY WEST","no","no",55435,6570,31.9
1961,"GERMANY WEST","no","no",56175,6817,31.8
1962,"GERMANY WEST","no","no",56836,7023,31.3
1963,"GERMANY WEST","no","no",57388,7130,30.2
1964,"GERMANY WEST","no","no",57970,7560,32.2
1965,"GERMANY WEST","no","no",58619,7912,32.7
1966,"GERMANY WEST","no","no",59147,8002,31.2
1967,"GERMANY WEST","no","no",59286,7915,28.2
1968,"GERMANY WEST","no","no",59499,8389,30.1
1969,"GERMANY WEST","no","no",60069,8974,31.4
1970,"GERMANY WEST","no","no",60651,9425,32
1971,"GERMANY WEST","no","no",61303,9585,31.2
1972,"GERMANY WEST","no","no",61675,9906,30.8
1973,"GERMANY WEST","no","no",61976,10315,30.7
1974,"GERMANY WEST","no","no",62059,10211,27.2
1975,"GERMANY WEST","no","no",61829,10094,25.2
1976,"GERMANY WEST","no","no",61527,10712,27
1977,"GERMANY WEST","no","no",61396,11032,26.2
1978,"GERMANY WEST","no","no",61323,11375,26.2
1979,"GERMANY WEST","no","no",61364,11886,28
1980,"GERMANY WEST","no","no",61563,11920,27.1
1981,"GERMANY WEST","no","no",61678,11806,24.6
1982,"GERMANY WEST","no","no",61635,11666,23.4
1983,"GERMANY WEST","no","no",61422,11956,24.5
1984,"GERMANY WEST","no","no",61176,12302,24.3
1985,"GERMANY WEST","no","no",61058,12535,23.5
1960,"GREECE","no","no",8327,2093,21.2
1961,"GREECE","no","no",8398,2318,23.6
1962,"GREECE","no","no",8448,2337,23
1963,"GREECE","no","no",8480,2581,24.5
1964,"GREECE","no","no",8510,2800,28
1965,"GREECE","no","no",8550,3067,29.5
1966,"GREECE","no","no",8614,3187,26
1967,"GREECE","no","no",8716,3322,25.2
1968,"GREECE","no","no",8741,3557,26.3
1969,"GREECE","no","no",8773,3904,29.7
1970,"GREECE","no","no",8793,4224,30.3
1971,"GREECE","no","no",8831,4506,30
1972,"GREECE","no","no",8889,4869,30.7
1973,"GREECE","no","no",8929,5208,36.4
1974,"GREECE","no","no",8962,4967,29.2
1975,"GREECE","no","no",9047,5201,27.2
1976,"GREECE","no","no",9167,5418,26.3
1977,"GREECE","no","no",9309,5518,25.8
1978,"GREECE","no","no",9430,5791,26.2
1979,"GREECE","no","no",9548,5896,27.9
1980,"GREECE","no","no",9643,5901,26.3
1981,"GREECE","no","no",9729,5903,22.4
1982,"GREECE","no","no",9790,5971,20.6
1983,"GREECE","no","no",9847,5935,20.4
1984,"GREECE","no","no",9896,6007,19.1
1985,"GREECE","no","no",9934,6224,20
1960,"ICELAND","no","no",176,4964,28.8
1961,"ICELAND","no","no",179,4874,25.8
1962,"ICELAND","no","no",182,5146,24.3
1963,"ICELAND","no","no",185,5594,29
1964,"ICELAND","no","no",190,5955,32.4
1965,"ICELAND","no","no",194,6215,32.1
1966,"ICELAND","no","no",197,6665,32.6
1967,"ICELAND","no","no",199,6583,36.2
1968,"ICELAND","no","no",201,6147,33.4
1969,"ICELAND","no","no",203,6161,26.9
1970,"ICELAND","no","no",204,6772,24.6
1971,"ICELAND","no","no",206,7689,37.8
1972,"ICELAND","no","no",209,7887,26.8
1973,"ICELAND","no","no",212,8241,33.2
1974,"ICELAND","no","no",215,8691,39.5
1975,"ICELAND","no","no",218,8701,37
1976,"ICELAND","no","no",220,9036,26.9
1977,"ICELAND","no","no",222,9810,32.1
1978,"ICELAND","no","no",224,10344,26.6
1979,"ICELAND","no","no",226,10860,26.7
1980,"ICELAND","no","no",228,11566,28.4
1981,"ICELAND","no","no",231,11875,28.2
1982,"ICELAND","no","no",234,11961,28.7
1983,"ICELAND","no","no",237,11527,22.3
1984,"ICELAND","no","no",239,11945,25.5
1985,"ICELAND","no","no",241,12209,23.9
1960,"IRELAND","no","no",2832,3311,17.2
1961,"IRELAND","no","no",2818,3479,18.4
1962,"IRELAND","no","no",2830,3615,20.4
1963,"IRELAND","no","no",2850,3769,21.6
1964,"IRELAND","no","no",2864,3927,23.5
1965,"IRELAND","no","no",2876,4000,25.7
1966,"IRELAND","no","no",2884,4005,23
1967,"IRELAND","no","no",2900,4162,21.9
1968,"IRELAND","no","no",2913,4510,24.8
1969,"IRELAND","no","no",2926,4812,28.4
1970,"IRELAND","no","no",2950,5015,26.5
1971,"IRELAND","no","no",2978,5130,26.3
1972,"IRELAND","no","no",3024,5391,28.4
1973,"IRELAND","no","no",3073,5595,31.1
1974,"IRELAND","no","no",3124,5711,29.8
1975,"IRELAND","no","no",3177,5806,22.5
1976,"IRELAND","no","no",3228,5836,25.8
1977,"IRELAND","no","no",3272,6258,27.8
1978,"IRELAND","no","no",3314,6641,28.5
1979,"IRELAND","no","no",3368,6801,31.9
1980,"IRELAND","no","no",3401,6823,26.7
1981,"IRELAND","no","no",3443,6985,28.1
1982,"IRELAND","no","no",3480,7033,29
1983,"IRELAND","no","no",3504,6907,26.2
1984,"IRELAND","no","no",3529,7122,25.3
1985,"IRELAND","no","no",3540,7275,22.6
1960,"ITALY","no","no",50200,4564,33.8
1961,"ITALY","no","no",50522,4919,34.9
1962,"ITALY","no","no",50844,5208,35.5
1963,"ITALY","no","no",51198,5498,35.7
1964,"ITALY","no","no",51600,5579,32.6
1965,"ITALY","no","no",51987,5691,29.2
1966,"ITALY","no","no",52330,6009,28.8
1967,"ITALY","no","no",52668,6418,30.1
1968,"ITALY","no","no",52985,6776,30.6
1969,"ITALY","no","no",53318,7174,31.4
1970,"ITALY","no","no",53822,7568,31
1971,"ITALY","no","no",54074,7603,29
1972,"ITALY","no","no",54381,7731,28.6
1973,"ITALY","no","no",54751,8275,30.3
1974,"ITALY","no","no",55111,8669,30.6
1975,"ITALY","no","no",55441,8282,25
1976,"ITALY","no","no",55718,8809,27.2
1977,"ITALY","no","no",55955,9016,25.4
1978,"ITALY","no","no",56155,9284,24.9
1979,"ITALY","no","no",56318,9831,25.2
1980,"ITALY","no","no",56434,10323,27
1981,"ITALY","no","no",56508,10285,24.4
1982,"ITALY","no","no",56640,10262,23.9
1983,"ITALY","no","no",56836,10297,22.9
1984,"ITALY","no","no",57005,10561,24.3
1985,"ITALY","no","no",57141,10808,24.1
1960,"LUXEMBOURG","no","no",315,7921,40.6
1961,"LUXEMBOURG","no","no",319,8353,43.6
1962,"LUXEMBOURG","no","no",323,8443,44.7
1963,"LUXEMBOURG","no","no",326,7921,38.4
1964,"LUXEMBOURG","no","no",330,7848,34
1965,"LUXEMBOURG","no","no",333,8569,37.2
1966,"LUXEMBOURG","no","no",335,8447,33.8
1967,"LUXEMBOURG","no","no",335,7837,23.9
1968,"LUXEMBOURG","no","no",337,8150,22.9
1969,"LUXEMBOURG","no","no",339,9023,26
1970,"LUXEMBOURG","no","no",340,9782,32.1
1971,"LUXEMBOURG","no","no",345,9965,33.9
1972,"LUXEMBOURG","no","no",348,10506,32.9
1973,"LUXEMBOURG","no","no",353,11224,32.6
1974,"LUXEMBOURG","no","no",357,11433,28
1975,"LUXEMBOURG","no","no",361,10705,26.6
1976,"LUXEMBOURG","no","no",362,10940,26.4
1977,"LUXEMBOURG","no","no",362,10992,21.5
1978,"LUXEMBOURG","no","no",362,11546,26.3
1979,"LUXEMBOURG","no","no",364,11697,22.6
1980,"LUXEMBOURG","no","no",365,11893,26.1
1981,"LUXEMBOURG","no","no",366,11842,26.1
1982,"LUXEMBOURG","no","no",366,11962,26.6
1983,"LUXEMBOURG","no","no",366,12225,24.7
1984,"LUXEMBOURG","no","no",366,12900,24.7
1985,"LUXEMBOURG","no","no",367,13175,22.2
1960,"MALTA","no","no",329,1374,23.2
1961,"MALTA","no","no",329,1375,21.5
1962,"MALTA","no","no",329,1333,22.4
1963,"MALTA","no","no",328,1348,24.1
1964,"MALTA","no","no",324,1369,27.9
